target_word,similar_words,similarity_count
rêche,"riche, roche, ruche",3
rêne,rêve,1
rêvasser,rêver,1
rêve,"rêver, rêvé, rêveur, rêverie, rêne",5
rêver,"rêve, rêveur, rêverie, river, rêvasser",5
rêverie,"rêver, rêve",2
rêveur,"rêver, rêve",2
rêvé,rêve,1
rôder,"rôdeur, rider, roder",3
rôdeur,rôder,1
rôle,râle,1
rôti,rôtir,1
rôtir,rôti,1
sable,"stable, sale, sabre, salle, saule",5
sablonneux,savonneux,1
sabot,saboter,1
saboter,sabot,1
sabre,"sabrer, sable, sobre",3
sabrer,"sabre, sacrer, saurer",3
saccade,"saccader, saccadé, sacoche",3
saccader,"saccade, saccager, saccadé, sacrer",4
saccadé,"saccade, saccader, sacré",3
saccager,"saccader, sacrer",2
sacoche,saccade,1
sacrement,sacrément,1
sacrer,"sabrer, saurer, sucrer, sacrifier, saccader",5
sacrifice,"sacrifié, sacrifier, sacrilège, sacristie",4
sacrifier,"sacrifié, sacrifice, sacrer",3
sacrifié,"sacrifice, sacrifier, sacré",3
sacrilège,"sacrifice, sacristie",2
sacristain,sacristie,1
sacristie,"sacristain, sacrifice, sacrilège",3
sacré,"sucré, sacrifié, saccadé",3
sacrément,sacrement,1
sagace,sagesse,1
sage,"stage, sagesse, sale, sape",4
sagement,salement,1
sagesse,"sage, sagace",2
saignant,saint,1
saigner,"signer, soigner, saisir, saillir",4
saignée,"saisie, saillie",2
saillant,"sautillant, saint",2
sailler,"saillir, sautiller, saisir",3
saillie,"saillir, saignée",2
saillir,"saillie, sailler, saigner",3
sain,"saint, salin, sapin, satin, sein",5
saint,"sain, saignant, saillant",3
saisi,"saisie, saisir",2
saisie,"saisi, saisir, saignée",3
saisir,"saisi, saisie, saigner, sailler",4
saisissant,saisissement,1
saisissement,saisissant,1
salade,salière,1
saladier,"saler, saluer, saliver, salir",4
salaire,"solaire, salutaire, salpêtre, sale, salle",5
salaud,salopard,1
sale,"saler, salle, salé, salve, saleté",5
salement,sagement,1
saler,"sale, saluer, salir, saper, salle",5
saleté,sale,1
salin,"salir, sain, salon, sapin, satin",5
salingue,"salive, salière",2
salir,"salin, saler, saladier",3
salive,"saliver, salve, salingue",3
saliver,"salive, saladier",2
salière,"salingue, salpêtre, sale, salle, salve",5
salle,"sale, stalle, salve, sable, saule",5
salon,"salin, savon, selon",3
salopard,salaud,1
salope,"saloperie, salopette, salaire, salière",4
saloperie,salope,1
salopette,"salope, salpêtre",2
salpêtre,"salaire, salière, salopette",3
saluer,"saler, saladier",2
salut,saut,1
salutaire,salaire,1
salve,"salive, sale, salle, slave, salaire",5
salé,sale,1
sana,"sang, sans",2
sanctifier,sanctionner,1
sanction,sanguin,1
sanctionner,"sectionner, sanctifier",2
sandwich,sandwiche,1
sandwiche,sandwich,1
sang,"sana, sans, sangle",3
sangle,"sangler, sanglot, sang",3
sangler,"sangle, sanglier, sangloter",3
sanglier,sangler,1
sanglot,"sangloter, sangle",2
sangloter,"sanglot, sangler",2
sanguin,sanction,1
sanguinaire,sanitaire,1
sanitaire,sanguinaire,1
sans,"sana, sang, sens",3
saoul,saouler,1
saouler,saoul,1
sape,"saper, sapeur, sage, sale",4
saper,"sape, sapeur, saler, super",4
sapeur,"saper, saveur, sape",3
sapin,"sain, salin, satin",3
satin,"sain, salin, sapin",3
satisfaire,satisfait,1
satisfaisant,satisfait,1
satisfait,"satisfaire, satisfaisant",2
saturer,saurer,1
sauce,"saucer, saule, saute, saucisse, saumure",5
saucer,"sauce, saurer, sauter, sauver, sucer",5
saucisse,"saucisson, sauce",2
saucisson,saucisse,1
sauf,saut,1
saule,"sale, sauce, saute, sable, salle",5
saumure,"sauce, saule, saute, sauvage",4
saumâtre,saute,1
saurer,"saturer, saucer, sauter, sauver, sabrer",5
saut,"saute, sauf, sauter, salut",4
saute,"sauter, saut, sauteur, sauce, saule",5
sauter,"saute, sauteur, saucer, saurer, sauver",5
sauterelle,sauterelles,1
sauterelles,sauterelle,1
sauteur,"sauter, sauveur, saute, sauveter",4
sautillant,saillant,1
sautiller,"sailler, sauter",2
sautoir,"saucer, saurer, sauver, sauveur",4
sauvage,"sauvagerie, sauvetage, sauce, saule, saute",5
sauvagerie,"sauvage, sauvegarde",2
sauvegarde,"sauvegarder, sauvetage, sauvagerie",3
sauvegarder,sauvegarde,1
sauver,"sauveur, sauveter, saucer, saurer, sauter",5
sauvetage,"sauvage, sauvegarde",2
sauveter,"sauver, saucer, saurer, sauteur",4
sauveur,"sauver, saveur, sauteur, sautoir",4
savamment,savant,1
savane,"savant, savate",2
savant,"savane, savamment",2
savate,savane,1
saveur,"sauveur, sapeur, savourer",3
savoir,"savonner, savourer",2
savoir-faire,savoir-vivre,1
savoir-vivre,savoir-faire,1
savon,salon,1
savonner,"savonneux, savoir",2
savonnette,sonnette,1
savonneux,"savonner, sablonneux",2
savourer,"savoureux, savoir, saveur",3
savoureux,savourer,1
scandale,"scandaleux, scandinave",2
scandaleux,scandale,1
scandaliser,scandalisé,1
scandalisé,scandaliser,1
scandinave,scandale,1
sceau,seau,1
sceller,"seller, scellé",2
scellé,sceller,1
sceptique,sceptre,1
sceptre,sceptique,1
scie,"scier, scierie, science, soie, suie",5
science,"scie, sciure",2
scier,"scie, scierie",2
scierie,"scier, soierie, scie",3
scintillant,scintillement,1
scintillement,scintillant,1
sciure,science,1
scolaire,solaire,1
scooter,shooter,1
scrupule,scrupuleux,1
scrupuleux,scrupule,1
sculpter,"sculpteur, sculpté",2
sculpteur,"sculpter, sculpture",2
sculpture,sculpteur,1
sculpté,sculpter,1
seau,sceau,1
second,"seconde, seconder",2
secondaire,"seconde, secrétaire",2
seconde,"seconder, second, secondaire, secousse, secte",5
seconder,"seconde, second, sectionner, secourir",4
secourir,"secours, seconder",2
secours,secourir,1
secousse,seconde,1
secrète,seconde,1
secrétaire,secondaire,1
secte,"secteur, sente, seconde",3
secteur,"secte, senteur",2
section,sélection,1
sectionner,"sélectionner, sanctionner, seconder",3
seigle,sigle,1
seigneur,seigneurie,1
seigneurie,seigneur,1
sein,"serin, serein, sain, soin, sien",5
seize,seizième,1
seizième,seize,1
selle,"seller, semelle, salle",3
seller,"selle, sceller",2
selon,salon,1
semaine,"semelle, semence",2
semblable,semelle,1
semelle,"selle, semblable, semaine",3
semence,semaine,1
sens,"sensé, siens, sans",3
sensibilité,sensualité,1
sensualité,"sexualité, sensibilité",2
sensé,sens,1
sentant,sentiment,1
sente,"senti, senteur, sentence, secte",4
sentence,sente,1
senteur,"sente, secteur",2
senti,"sentir, sente, sentier",3
sentier,"sentir, senti",2
sentiment,"sentimental, sentant",2
sentimental,sentiment,1
sentir,"senti, sentier, sertir",3
seoir,soir,1
serbe,"serge, serpe, serre, serrure, service",5
serein,"serin, sein, serpentin",3
serge,"sergent, serbe, serpe, serre, serrure",5
sergent,"serment, serpent, serge, serrement",4
serin,"seriner, serein, sein, surin",4
seriner,"serin, sermonner, serpenter, sertir, servir",5
seringue,serge,1
serment,"sergent, serpent, serrement",3
sermonner,"seriner, serpenter",2
serpe,"serpent, serbe, serge, serre, serrure",5
serpent,"serpenter, serpentin, sergent, serment, serpe",5
serpenter,"serpent, serpentin, seriner, sermonner",4
serpentin,"serpent, serpenter, serein",3
serra,"serre, serré, sierra, serrer",4
serre,"serrer, serra, serré, serrure, serbe",5
serrement,"serment, sergent, serpent",3
serrer,"serre, sevrer, serrure, serra, serré",5
serrure,"serrurier, serre, serrer, serbe, serge",5
serrurier,"serrure, serrer",2
serré,"serra, serre, serrer",3
sertir,"servir, sentir, sortir, seriner, serveur",5
serveur,"serviteur, seriner, sertir",3
servi,"servir, service, servile",3
serviable,"servile, service, serviette, servitude",4
service,"servile, servi, servir, serviable, serviette",5
serviette,"service, servile, serviable, servitude",4
servile,"service, servi, serviable, servir, serviette",5
servir,"servi, service, servile, sertir, serviteur",5
serviteur,"serveur, servir, seriner",3
servitude,"service, servile, serviable, serviette",4
seuil,seul,1
seul,seuil,1
sevrer,serrer,1
sexualité,sensualité,1
shoot,"shooter, short",2
shooter,"shoot, scooter",2
short,"shoot, sort, sport",3
show,slow,1
sien,"siens, sienne, sein",3
sienne,"siennes, sien",2
siennes,sienne,1
siens,"sien, sens",2
sierra,serra,1
sieur,"soeur, sueur",2
sifflant,"sifflante, sifflement",2
sifflante,sifflant,1
sifflement,"sifflet, sifflant",2
siffler,"sifflet, siffloter",2
sifflet,"siffler, sifflement",2
siffloter,siffler,1
sigle,"seigle, signe",2
signal,signaler,1
signaler,"signal, signifier, signor",3
signe,"signer, signé, sigle, singe",4
signer,"signe, signor, saigner, soigner, signifier",5
significatif,signification,1
signification,significatif,1
signifier,"signer, signaler",2
signor,"signer, signaler",2
signé,"signe, soigné",2
silence,sillage,1
silex,solex,1
sillage,silence,1
sillon,silo,1
silo,"sillon, solo",2
simple,simplet,1
simplement,simplet,1
simplet,"simple, simplement",2
simuler,stimuler,1
sincère,"sinistre, singe, singerie",3
singe,"singer, singerie, siège, songe, signe",5
singer,"singe, singerie, sinuer, siéger, songer",5
singerie,"singer, songerie, singe, sincère",4
singulier,"singer, sinuer",2
sinistre,sincère,1
sinuer,"sinueux, singer, situer, singulier",4
sinueux,sinuer,1
site,suite,1
situer,sinuer,1
siège,singe,1
siéger,singer,1
slave,"suave, salve",2
slow,show,1
sobre,"sombre, sabre",2
socialisme,socialiste,1
socialiste,"socialisme, spécialiste",2
socle,sole,1
soeur,"sieur, sueur",2
soie,"soif, soin, soir, soit, soierie",5
soierie,"scierie, soie",2
soif,"soie, soin, soir, soit, suif",5
soigner,"soigneux, signer, soigné, saigner, souligner",5
soigneux,soigner,1
soigné,"soigner, signé",2
soin,"soie, soif, soir, soit, sain",5
soir,"soie, soif, soin, soit, soirée",5
soirée,soir,1
soit,"soie, soif, soin, soir, sort",5
soixantaine,soixante,1
soixante,soixantaine,1
solaire,"scolaire, salaire, solidaire, solitaire, sole",5
solde,"solder, solide, sole, solitude, solaire",5
solder,"solde, sonder, souder",3
sole,"solex, solo, solde, soleil, socle",5
soleil,"sole, solennel",2
solennel,soleil,1
solennité,solidité,1
solex,"sole, silex",2
solidaire,"solitaire, solaire, solide",3
solidarité,solidité,1
solide,"solde, solidaire",2
solidité,"solidarité, solennité",2
solitaire,"solidaire, solaire, solitude",3
solitude,"sollicitude, solitaire, solde",3
sollicitude,solitude,1
solo,"sole, sono, silo",3
sombre,"sombrer, sobre, sommaire",3
sombrement,sommairement,1
sombrer,"sombre, somnoler",2
sommaire,"somme, sombre",2
sommairement,sombrement,1
somme,"sommer, sommet, sommeil, sommaire",4
sommeil,"somme, sommer, sommet",3
sommeiller,sommier,1
sommer,"somme, sommet, sommier, sommeil, somnoler",5
sommet,"somme, sommer, sommeil",3
sommier,"sommer, sommeiller, somnoler",3
somnambule,somnambulique,1
somnambulique,somnambule,1
somnolence,somnolent,1
somnolent,"somnolence, somnoler",2
somnoler,"somnolent, sommer, sombrer, sommier",4
sonate,sonnette,1
sondage,sonore,1
sonder,"songer, sonner, solder, souder",4
songe,"songer, songeur, songerie, singe",4
songer,"songe, songeur, songerie, sonder, sonner",5
songerie,"songer, sonnerie, singerie, songe, sonore",5
songeur,"songer, songe",2
sonner,"sonnet, sonnerie, sonder, songer",4
sonnerie,"sonner, songerie, sonore",3
sonnet,"sonner, sonnette",2
sonnette,"sonnet, sornette, savonnette, sonate, songerie",5
sono,"sonore, solo",2
sonore,"sono, sondage, songerie, sonnerie",4
sorcier,soucier,1
sordide,sorte,1
sornette,"sonnette, sorte, sortie",3
sort,"sorte, sortie, sortir, short, sport",5
sorte,"sort, sortie, soute, syrte, sornette",5
sortie,"sortir, sorte, sort, sortilège, sornette",5
sortilège,sortie,1
sortir,"sortie, sort, sertir",3
soubassement,"soulagement, soudainement",2
soubrette,"soumettre, soupente",2
souche,"soucoupe, souffle, souille, sourdre, sourire",5
souci,soucier,1
soucier,"soucieux, soulier, soupier, souci, sorcier",5
soucieux,"soucier, sourcilleux",2
soucoupe,"soupe, souche",2
soudain,"sous-main, souverain, soupçon, soutien",4
soudainement,"souverainement, soulagement, soubassement",3
soudard,souillard,1
souder,"souper, solder, sonder, souffler, souiller",5
soudé,"soufflé, soulevé",2
souffle,"souffler, soufflet, soufflé, soupe, soute",5
souffler,"souffle, soufflet, souffleter, soufflé, soulever",5
soufflet,"souffle, souffler, souffleter, soufflé, souffrant",5
souffleter,"souffler, soufflet, soulever",3
soufflé,"souffle, souffler, soufflet, soudé, soulevé",5
souffrance,souffrant,1
souffrant,"souffrance, soufflet, souriant",3
souffrir,"soupir, soutenir, souvenir, soupirer, soutirer",5
soufre,"soupière, souille, soutane",3
souhait,"souhaiter, souriant, souvent",3
souhaiter,"souhait, soucier, soulier, soupier, soulager",5
souillard,soudard,1
souille,"souiller, souillure, soupe, soute, souche",5
souiller,"souille, sourciller, soulever, sourcilier, souder",5
souillure,souille,1
souk,sous,1
soulagement,"sourdement, soubassement, soudainement",3
soulager,"souder, souper, soucier, soupier, souffler",5
soulever,"soulevé, souligner, souffler, souiller, souffleter",5
soulevé,"soulever, soudé, soufflé",3
soulier,"soucier, soupier, souligner, sourcilier, souffler",5
souligner,"soulier, soigner, soulever, soucier, soupier",5
soulèvement,sourdement,1
soumettre,"soubrette, soupente",2
soumis,"souris, sournois",2
soupe,"souper, souple, soucoupe, soute, soupente",5
soupente,"soupe, soute, souple, soupière, souplesse",5
souper,"soupe, soupier, soupeser, soupir, souder",5
soupeser,"souper, soupir, souder, soucier, soulier",5
soupier,"soupirer, soupir, souper, soucier, soulier",5
soupir,"soupier, soupirer, souper, soupeser, souffrir",5
soupirail,"soupirant, sourcil",2
soupirant,soupirail,1
soupirer,"soupier, soupir, soutirer, soupière, souder",5
soupière,"soupirer, soupe, souple, soufre, soupente",5
souple,"soupe, souplesse, soupente, soupière, sourdre",5
souplesse,"souple, soupente",2
soupçon,"soudain, soutien",2
soupçonner,soupçonneux,1
soupçonneux,soupçonner,1
source,"sourcil, sourdine, souffle, souille, soutane",5
sourcil,"source, soupirail",2
sourcilier,"sourciller, soulier, soucier, souiller",4
sourciller,"sourcilier, sourcilleux, souiller, soucier",4
sourcilleux,"sourciller, soucieux",2
sourd,sourdre,1
sourdement,"soulagement, soulèvement",2
sourdine,"sourdingue, source, soutane",3
sourdingue,sourdine,1
sourdre,"sourire, sourd, soupière, souscrire, soupe",5
souriant,"souffrant, souvent, souhait",3
sourire,"sourdre, souris, souscrire, soustraire, soupe",5
souris,"sourire, soumis",2
sournois,"sous-bois, soumis",2
sous,souk,1
sous-bois,sournois,1
sous-entendre,sous-entendu,1
sous-entendu,sous-entendre,1
sous-main,"sous-marin, soudain, souverain",3
sous-marin,sous-main,1
souscrire,"sourire, sourdre",2
soustraire,sourire,1
soutane,"sourdine, soupe, souche, soufre, souple",5
soute,"soutenu, soupe, sorte, saute, soupente",5
souteneur,"soutenu, soutirer, souvenir, soulever, soupeser",5
soutenir,"souvenir, soutenu, soutirer, soupir, souffrir",5
soutenu,"soutenir, soute, souteneur",3
souterrain,souverain,1
soutien,"soudain, soupçon",2
soutirer,"soupirer, soutenir, souder, souper, soupir",5
souvenir,"soutenir, souvent, soupir, souffrir, soulever",5
souvent,"souvenir, souriant, souhait",3
souverain,"souterrain, soudain, sous-main",3
souverainement,soudainement,1
soûl,soûler,1
soûler,soûl,1
spasme,spatule,1
spatule,spasme,1
spectacle,spectre,1
spectre,"spectacle, sperme",2
sperme,spectre,1
spontané,spontanéité,1
spontanéité,spontané,1
sport,"sportif, sort, short",3
sportif,sport,1
spécialiser,"spécialisé, spécialiste, spécifier",3
spécialiste,"spécialisé, spécialiser, spécialité, socialiste",4
spécialisé,"spécialité, spécialiser, spécialiste",3
spécialité,"spécialisé, spécialiste",2
spécifier,"spécialiser, spéculer",2
spéculer,spécifier,1
squelette,squelettique,1
squelettique,squelette,1
stable,"stalle, sable, stature",3
stade,"stage, stature",2
stage,"stade, sage, stature",3
stagner,star,1
stalle,"stable, salle, stature",3
stand,standard,1
standard,stand,1
star,stagner,1
statue,"statut, stature, statuette",3
statuette,"statue, stature",2
stature,"statue, statut, statuette, stade, stage",5
statut,"statue, stature",2
stimuler,simuler,1
stone,store,1
store,stone,1
stratagème,"stratège, stratégie",2
stratège,stratagème,1
stratégie,"stratégique, stratagème",2
stratégique,stratégie,1
strict,strident,1
stridence,strident,1
strident,"stridence, strict",2
strie,"strier, série, strophe",3
strier,strie,1
strophe,strie,1
style,"stylo, stèle",2
stylo,style,1
stèle,style,1
suant,séant,1
suave,slave,1
subir,subit,1
subit,subir,1
subodorer,subordonner,1
subordonner,"subordonné, subodorer",2
subordonné,subordonner,1
subsister,substituer,1
substituer,"substitut, subsister",2
substitut,substituer,1
successif,succession,1
succession,"successif, succion",2
succion,succession,1
succomber,succéder,1
succéder,"succomber, sucer, sucrer",3
sucer,"sucrer, saucer, suer, sucre, super",5
sucette,"sucre, sucrerie",2
sucre,"sucrer, sucré, sucrerie, sucer, sucette",5
sucrer,"sucre, sucrerie, sucer, sacrer, succéder",5
sucrerie,"sucrer, sucre, sucette",3
sucré,"sucre, sacré",2
sud-est,sud-ouest,1
sud-ouest,sud-est,1
suer,"sueur, sucer, super",3
sueur,"suer, sieur, soeur",3
suffire,suffrage,1
suffisamment,suffisant,1
suffisance,suffisant,1
suffisant,"suffisance, suffisamment",2
suffrage,suffire,1
suicidaire,suicide,1
suicide,"suicider, suicidé, suicidaire, suie, suite",5
suicider,"suicide, suicidé, suinter",3
suicidé,"suicide, suicider",2
suie,"suif, suite, suée, scie, soie",5
suif,"suie, soif",2
suinter,suicider,1
suisse,suicide,1
suite,"suie, site, suicide",3
suivant,survivant,1
suivre,suicide,1
sultan,sultane,1
sultane,sultan,1
super,"superbe, souper, suer, sucer, saper",5
superbe,"super, suprême",2
superposer,"superposé, supposer",2
superposé,"superposer, supposé",2
superstition,supposition,1
supplanter,"supplier, suppléer, supputer, supporter",4
suppliant,supplément,1
supplice,"supplicié, supplier",2
supplicié,supplice,1
supplier,"suppléer, supplice, supplanter, supporter, super",5
suppléer,"supplier, supplanter, supporter, supprimer, super",5
supplément,suppliant,1
support,supporter,1
supporter,"support, supplanter, supplier, suppléer, supprimer",5
supposer,"supposé, superposer, supprimer, super",4
supposition,superstition,1
supposé,"supposer, superposé",2
supprimer,"suppléer, supposer, supputer, supporter, supérieur",5
supputer,"supplanter, supprimer, super",3
suprême,superbe,1
supérieur,"supplier, supprimer",2
suraigu,sureau,1
suranné,surdité,1
surcharger,"surchauffer, surnager",2
surchauffer,surcharger,1
surcroît,surtout,1
surdité,suranné,1
sureau,suraigu,1
surface,survie,1
surgir,"survenir, surnager",2
surin,serin,1
surmonter,"sursauter, survoler, surnommer",3
surnager,"surnommer, surcharger, survoler, surpasser, sursauter",5
surnom,surnommé,1
surnommer,"surnommé, surnager, surplomber, survoler, surmonter",5
surnommé,"surnommer, surnom",2
surpasser,"surnager, sursauter",2
surplis,"surplus, surpris",2
surplomb,surplomber,1
surplomber,"surplomb, surnommer",2
surplus,"surplis, sursis",2
surpris,"surprise, surplis",2
surprise,"surpris, survie",2
surréalisme,surréaliste,1
surréaliste,surréalisme,1
sursaut,sursauter,1
sursauter,"sursaut, surmonter, surnager, surpasser",4
sursis,surplus,1
surtout,surcroît,1
surveillance,surveillant,1
surveillant,"surveillance, survivant",2
surveiller,survoler,1
survenir,"survenue, surgir, survoler",3
survenue,"survenir, survie, survivre",3
survie,"survenue, surface, surprise",3
survivant,"suivant, surveillant",2
survivre,survenue,1
survoler,"surveiller, survenir, surnager, surmonter, surnommer",5
susciter,"suspecter, susurrer",2
suspect,suspecter,1
suspecter,"suspect, susciter",2
suspendre,suspendu,1
suspendu,"suspendre, suspens, suspense",3
suspens,"suspense, suspendu",2
suspense,"suspens, suspendu",2
suspension,suspicion,1
suspicion,suspension,1
susurrer,susciter,1
suée,suie,1
syllabe,sylvie,1
sylvie,syllabe,1
symbole,symbolique,1
symbolique,"symbole, symétrique",2
sympathie,"sympathique, sympathiser, symphonie, symptôme, symétrie",5
sympathique,"sympathie, symétrique",2
sympathiser,sympathie,1
symphonie,sympathie,1
symptôme,"sympathie, symétrie",2
symétrie,"symétrique, sympathie, symptôme",3
symétrique,"symétrie, symbolique, sympathique",3
syncope,syntaxe,1
syndical,syndicat,1
syndicat,syndical,1
syntaxe,"synthèse, syncope",2
synthèse,syntaxe,1
syrte,sorte,1
séant,"suant, sénat",2
sécher,sécréter,1
sécréter,sécher,1
séduire,séduit,1
séduisant,séduit,1
séduit,"séduire, séduisant",2
séjour,séjourner,1
séjourner,séjour,1
sélection,section,1
sélectionner,sectionner,1
séminaire,séminariste,1
séminariste,séminaire,1
sénat,séant,1
séparer,séparé,1
séparé,séparer,1
série,"sérieux, strie",2
sérieux,série,1
tabasser,"tasser, tabler, tablier",3
table,"tabler, tableau, tablette, taule",4
tableau,"table, tabler, tabou",3
tabler,"table, tablier, tableau, tabasser",4
tablette,table,1
tablier,"tabler, taulier, tabasser",3
tabou,tableau,1
tache,"tacher, tâche",2
tacher,"tache, tacheter, tâcher",3
tacheter,tacher,1
tacite,"taciturne, tactique",2
taciturne,tacite,1
tact,"tract, tant",2
tactique,tacite,1
taie,"taire, tare, taxe",3
taillader,"tailler, tailleur",2
taille,"tailler, taillé, tailleur, taillis, trille",5
tailler,"taille, tailleur, taillader, taillé, tenailler",5
tailleur,"tailler, taille, tirailleur, taillader",4
taillis,"taille, taillé",2
taillé,"taille, tailler, taillis",3
taire,"traire, taie, tare, tire",4
talion,"talon, talisman",2
talisman,talion,1
talon,talion,1
tambour,tamiser,1
tamis,"tamisé, tamiser, tapis",3
tamiser,"tamis, tamisé, tambour",3
tamisé,"tamis, tamiser",2
tangible,tanière,1
tanguer,targuer,1
tanière,"tante, tangible",2
tank,tant,1
tanner,tonner,1
tant,"tante, tank, tantôt, tact",4
tante,"tant, tente, tarte, tanière",4
tantôt,tant,1
tapage,tapageur,1
tapageur,"tapage, taper, tapiner, tapoter",4
taper,"tapir, taxer, tapisser, tapageur",4
tapin,"tapir, tapis, tapiner, tarin",4
tapiner,"tapin, tapissier, tapageur",3
tapir,"tapin, tapis, taper, tarir, tapisser",5
tapis,"tapin, tapir, tamis",3
tapisser,"tapissier, tapisserie, tapir, taper, tapoter",5
tapisserie,tapisser,1
tapissier,"tapisser, tapiner",2
tapoter,"tapisser, tapir, tapageur",3
tarauder,tartiner,1
tard,"tare, tari, taré, tarder, tardif",5
tarder,"tard, tartiner",2
tardif,"tarif, tard",2
tare,"tard, tari, taré, tarte, tartare",5
targuer,"tanguer, tartiner, tarir, tartir",4
tari,"tarif, tarin, tarir, tard, tare",5
tarif,"tari, tarin, tarir, tardif",4
tarin,"tari, tarif, tarir, tapin, train",5
tarir,"tari, tarif, tarin, tartir, tapir",5
tarot,trot,1
tartare,"tarte, tare",2
tarte,"tartare, tare, tante",3
tartine,"tartiner, tartir, tare",3
tartiner,"tartine, tarder, targuer, tarauder, tarir",5
tartir,"tarir, tartine, targuer",3
taré,"tard, tare, tari, tiré",4
tasse,"tasser, tassé",2
tasser,"tasse, tabasser, tisser",3
tassé,tasse,1
tatane,tatouage,1
tatouage,tatane,1
tatouer,tatoué,1
tatoué,tatouer,1
taule,"taupe, table",2
taulier,tablier,1
taupe,taule,1
taux,toux,1
taxe,"taxer, taxi, taie, tare",4
taxer,"taxe, taper",2
taxi,"taxe, tari",2
teindre,tendre,1
teint,"teinte, teinter",2
teinte,"teint, teinter, teinture, tente",4
teinter,"teinte, teint, tinter, tenter",4
teinture,"tenture, teinte",2
telle,"telles, tutelle, tulle",3
telles,telle,1
tempe,"temps, temple, trempe",3
temple,tempe,1
temporaire,température,1
temps,tempe,1
température,temporaire,1
tempête,tempêter,1
tempêter,tempête,1
tenace,"tenaille, tentacule, tenture",3
tenaille,"tenailler, tenace, tentacule",3
tenailler,"tenaille, tailler, tenancier",3
tenancier,tenailler,1
tenant,tentant,1
tendance,tendre,1
tendre,"teindre, tendresse, tondre, tendance",4
tendresse,tendre,1
tendu,"tenu, tondu",2
tenir,ternir,1
tension,tentation,1
tentacule,"tentative, tenture, tenace, tenaille",4
tentant,tenant,1
tentation,"tentative, tension",2
tentative,"tentation, tentacule",2
tente,"tenter, trente, tenue, teinte, tante",5
tenter,"tente, teinter, tinter, tester",4
tenture,"teinture, texture, tentacule, tenace",4
tenu,"tenue, tendu, ténu",3
tenue,"tenu, tente",2
terme,"terne, terre, terrine",3
terminal,"terminer, terminus",2
terminer,"terminal, terminus, termite, terrer, terrifier",5
terminus,"terminer, terminal",2
termite,"terminer, terne, terre, tertre, terrible",5
terne,"terni, terme, terre, turne, termite",5
terni,"ternir, terne",2
ternir,"terni, tenir, terminer, terreur",4
terrasse,"terrasser, terrassier, terre, terrine, terrestre",5
terrasser,"terrasse, terrassier, terroriser, terrer, terrier",5
terrassier,"terrasser, terrasse, terrier, terrifier, terroriser",5
terre,"terrer, terreau, terreur, terreux, tertre",5
terreau,"terre, terrer",2
terrer,"terre, terreur, terrier, terreau, terreux",5
terrestre,"tertre, terrasse",2
terreur,"terreux, terrer, terre, ternir",4
terreux,"terreur, terre, terrer",3
terrible,"terre, terrasse, termite",3
terrien,"terrier, terrine",2
terrier,"terrien, terrifier, terrer, terrine, terrassier",5
terrifier,"terrifié, terrier, terrassier, terrer, terroriser",5
terrifié,"terrifier, terrorisé",2
terrine,"terrien, terrier, terrasse, terme, tertre",5
terroir,"terroriser, terrifier",2
terroriser,"terroriste, terrorisé, terrier, terroir, terrasser",5
terroriste,"terroriser, terrorisé",2
terrorisé,"terroriser, terroriste, terrifié",3
tertre,"terre, terrestre, termite, terrine",4
test,tester,1
tester,"test, tenter",2
texte,tente,1
texture,tenture,1
thune,tune,1
thème,thèse,1
thèse,thème,1
théière,théorie,1
théologie,"théologien, théorie",2
théologien,théologie,1
théorie,"théorique, théologie, théière, théâtre",4
théorique,théorie,1
théâtral,théâtre,1
théâtre,"théâtral, théorie",2
tien,"tiens, tienne",2
tienne,tien,1
tiens,"tien, tiers",2
tiers,tiens,1
tige,"tigre, tire",2
tigre,"tigré, tige, tire, titre",4
tigré,"tigre, tiré",2
timbale,"trimbaler, timide",2
timbre,timbré,1
timbré,"timbre, timoré",2
timide,timbale,1
timon,tison,1
timoré,timbré,1
tinter,"teinter, tenter, tintin",3
tintin,tinter,1
tiquer,toquer,1
tirade,tirage,1
tirage,tirade,1
tirailler,"tirailleur, titiller, tailler",3
tirailleur,"tirailler, tailleur",2
tire,"tirer, tiré, tireur, tigre, titre",5
tirer,"tire, tireur, trier",3
tireur,"tirer, tire",2
tiré,"tire, tigré, taré",3
tison,"toison, timon",2
tisser,tasser,1
titiller,"tirailler, tortiller, tituber",3
titre,"tire, tigre",2
tituber,titiller,1
toile,"toilette, tuile, toiture",3
toilette,toile,1
toison,tison,1
toit,"tort, tout",2
toiture,"torture, toile",2
tombal,tombant,1
tombant,tombal,1
tombe,"tomber, tombé, tombée, tombeau, trombe",5
tombeau,"tombereau, tombe, tomber",3
tomber,"tombe, tombeau",2
tombereau,tombeau,1
tombé,"tombée, tombe",2
tombée,"tombé, tombe",2
tome,tombe,1
tonalité,totalité,1
tondre,"tordre, tendre, tonnerre, tonique, tonnage",5
tondu,"tordu, tendu, tonneau",3
tonique,"tunique, tonne, tondre, tonnage",4
tonnage,"tonnelle, tonnerre, tondre, tonique",4
tonne,"tonner, tonneau, tonnelle, tonnerre, tonique",5
tonneau,"tonne, tonner, tondu",3
tonnelle,"tonne, tonnage",2
tonner,"tonne, tonnerre, tâtonner, tonneau, tanner",5
tonnerre,"tonner, tonne, tonnage, tondre",4
toque,toquer,1
toquer,"toque, troquer, tiquer",3
