german_word,english_translation,german_sentence,english_sentence
"der Rentner, -",pensioner,Mein Großvater arbeitet nicht mehr. Er ist Rentner.,My grandfather is not working anymore. He is a pensioner.
"reparieren, repariert, reparierte, hat repariert",to repair,Das Fahrrad kann man leider nicht mehr reparieren.,"Unfortunately, you can not repair the bike anymore."
"die Reparatur, -en",repair,Eine Reparatur wäre zu teuer.,A repair would be too expensive.
"reservieren, reserviert, reservierte, hat reserviert",to reserve,Dieser Tisch ist reserviert.,This table is reserved.
"die Reservierung, -en",reservation,Was kostet eine Reservierung?,How much is a reservation?
"der Rest, -e",rest,Hier sind 100 Euro. Den Rest gebe ich dir später.,Here are 100 euros. I'll give you the rest later.
"das Restaurant, -s",restaurant,Wir essen heute im Restaurant.,We eat in the restaurant today.
"retten, rettet, rettete, hat gerettet",to rescue,Der Arzt konnte das Kind noch retten.,The doctor could still save the child.
"das Rezept, -e",recipe,Diese Tabletten gibt es nur auf Rezept.,These tablets are only available by prescription.
"die Rezeption, -en",reception,Geben Sie bitte den Schlüssel an der Rezeption ab.,Please leave the key at the reception.
"der Rhythmus, die Rhythmen",rhythm,Die Musik hat einen guten Rhythmus.,The music has a good rhythm.
"der Richter, -",judge,Der Richter hat noch kein Urteil gesprochen.,The judge has not yet pronounced a verdict.
richtig,right,"Was Sie da sagen, ist richtig.",What you say is right.
"die Richtung, -en",direction,Der Zug in Richtung Köln hat Verspätung.,The train in the direction of Cologne is delayed.
"riechen, riecht, roch, hat gerochen",to smell,Dieses Parfüm riecht sehr gut.,This perfume smells very good.
riesig,enormous,Die Stadt ist riesig.,The city is huge.
"das Rind, -er","ox, cow, beef",Ich esse nur Fleisch vom Rind.,I only eat beef meat.
"der Ring, -e",ring,Ich habe meinen Ring verloren.,I lost my ring.
"das Risiko, die Risiken",risk,Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.,I do not take credit. The risk is too high for me.
"der Rock, -""e",skirt,Diese Bluse passt nicht zu meinem Rock.,This blouse does not match my skirt.
roh,raw,Du kannst das nicht essen. Das Fleisch ist noch roh.,You can not eat that. The meat is still raw.
"der Roman, -e",novel,Ich lese gern Romane.,I like to read novels.
"die Rose, -n",rose,Meiner Mutter schenke ich zum Geburtstag Rosen.,I give my mother roses for my birthday.
rot,red,Die rote Bluse steht dir gut.,The red blouse suits you.
"die Rückfahrt, -en",return journey,Auf der Rückfahrt besuche ich meine Eltern.,On the way back I visit my parents.
die Rückkehr (Sg.),return,Nach meiner Rückkehr haben wir ein großes Fest gefeiert.,After my return we celebrated a big party.
"der Rücken, -",back,Ich habe Rückenschmerzen.,I have backache.
rücken,move,Könnten Sie bitte ein Stück rücken? Dann kann ich auch sitzen.,Could you please move a piece? Then I can sit too.
"der Rucksack, -""e",rucksack,Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.,I do not need much. I just take my backpack with me.
"die Rücksicht, -en",consideration,Nehmen Sie bitte Rücksicht auf die anderen Gäste.,Please take care of the other guests.
rückwärts,backwards,Ich bin rückwärts aus der Garage gefahren.,I drove backwards out of the garage.
"rufen, ruft, rief, hat gerufen",to call,"Ich habe die Kinder gerufen, aber sie haben mich nicht gehört.","I called the children, but they did not hear me."
die Ruhe (Sg.),"rest, peace, quiet","Ruhe, bitte!",Silence Please!
ruhig,quiet,Ich suche ein ruhiges Zimmer.,I am looking for a quiet room.
"rühren, rührt, rührte, hat gerührt",stir,Die Suppe musst du gut umrühren.,You have to stir the soup well.
rund,"round, around",Wir haben für unser Wohnzimmer einen runden Tisch gekauft.,We bought a round table for our living room.
der Rundfunk (Sg.),broadcast,Er zahlt keine Rundfunkgebühren.,He pays no broadcasting fees.
"der Saal, die Säle","hall, room",Für unsere Familienfeier haben wir einen kleinen Saal gemietet.,For our family celebration we rented a small hall.
"die Sache, -n","thing, affair",Wir haben unsere Sachen im Hotel gelassen.,We left our things in the hotel.
"der Sack, -""e",sack,Ich hätte gern einen Sack Kartoffeln.,I would like to have a sack of potatoes.
"der Saft, -""e",''jui''''ce,Haben Sie vielleicht einen Saft?,Do you have a juice?
"sagen, sagt, sagte, hat gesagt",to say,Entschuldigung! Was haben Sie gesagt?,Excuse me! What did you say?
die Sahne (Sg.),cream,Ich hätte gern ein Eis mit Sahne.,I would like an ice cream with cream.
"die Saison, -s",season,Urlaub in der Hauptsaison ist immer teurer.,Holiday in the main season is always more expensive.
"der Salon, -s",salon,Sie arbeitet in einem Friseursalon.,She works in a hairdressing salon.
"der Salat, -e",salad,Möchten Sie zum Fisch einen Salat?,Would you like to salad with a fish?
"die Salbe, -n",ointment,Diese Salbe gibt es nur auf Rezept.,This ointment is only available by prescription.
"das Salz, -e",salt,Gib mir bitte mal das Salz!,"Give me the salt, please!"
"sammeln, sammelt, sammelte, hat gesammelt",to collect,Mein Bruder sammelt Briefmarken.,My brother collects stamps.
sämtlich,all,Bringen Sie bitte sämtliche Unterlagen mit.,Please bring all documents with you.
"der Sand, -e",sand,Die Kinder spielen gern im Sand.,The kids like to play in the sand.
"der Sänger, -",singer,Wie findest du diesen Sänger? - Ich finde seine Stimme toll.,How do you like this singer? - I think his voice is great.
satt,full,"Möchten Sie noch etwas? - Nein danke, ich bin satt.","Do you want anything else? - No, thank you. I'm full."
"der Satz, -""e",sentence,Den letzten Satz verstehe ich nicht.,I do not understand the last sentence.
sauber,clean,Bringen Sie mir bitte ein sauberes Glas!,Bring me a clean glass please!
sauer,sour,Die Äpfel sind mir zu sauer.,The apples are too sour for me.
"die Schachtel, -n","box, bag",Ich hätte gern eine Schachtel Zigaretten.,I would like a box of cigarettes.
schade,"a pity, shame",Ich kann leider nicht mitkommen. - Das ist aber schade!,"Unfortunately, I can not come along. - That's a pity!"
"schaden, schadet, schadete, hat geschadet","to hurt, damage",Ein kleines Glas Wein kann nicht schaden.,A small glass of wine can not hurt.
"der Schaden, -""",damage,Ich hatte einen Unfall mit dem Auto. - Jetzt muss ich den Schaden der Versicherung melden.,I had an accident with the car. - Now I have to report the damage to the insurance.
"schaffen, schafft, schaffte, hat geschafft","to make, manage, do, finish","Kannst du mir helfen, die Party vorzu bereiten? Ich schaffe das nicht allein.",Can you help me to prepare the party? I can not do it on my own.
"schalten, schaltet, schaltete, hat geschaltet","to switch, turn","Schalten Sie bitte das Licht aus, wenn Sie gehen.",Turn off the lights when you leave.
"der Schalter, -",switch,Der Lichtschalter ist rechts neben der Tür.,The light switch is to the right of the door.
scharf,"spicy, hot",Die Suppe ist mir zu scharf.,The soup is too hot for me.
"der Schatten, -","shade, shadow",Gestern hatten wir 25 Grad im Schatten.,Yesterday we had 25 degrees in the shade.
"schätzen, schätzt, schätzte, hat geschätzt","to estimate, value","Wie alt ist der Chef? - Ich weiß nicht, ich schätze, um die Fünfzig.","How old is the boss? - I do not know, I guess, around fifty."
"schauen, schaut, schaute, hat geschaut",to show,Schau mal! Da vorne ist noch ein Platz frei.,Look here! There is still a free space in front.
"das Schaufenster, -",shop (show) window,Ich habe im Schaufenster eine schicke Bluse gesehen.,I saw a nice blouse in the shop window.
"der Schauspieler, -",actor,Der Film war toll. Die Schauspieler waren sehr gut.,The movie was great. The actors were very good.
"die Scheibe, -n","slice, pane (of glass)","Fünf Scheiben Käse, bitte.","Five slices of cheese, please."
"sich scheiden lassen, lässt sich scheiden, ließ sich scheiden, hat sich scheiden lassen",get divorced,Meine Nachbarn haben sich scheiden lassen.,My neighbors got divorced.
"geschieden sein, ist geschieden, war geschieden",be divorced,Meine Kollegin ist geschieden.,My colleague is divorced.
"die Scheidung, -en",divorce,Wann war die Scheidung?,When was the divorce?
"der Schein, -e",note,Kannst du einen Fünfzigeuroschein wechseln?,Can you change a five-euro note?
"scheinen, scheint, schien, hat geschienen",to shine,Gestern hat es geregnet. Heute scheint wieder die Sonne.,It rained yesterday. Today the sun is shining again.
"schenken, schenkt, schenkte, hat geschenkt",to give a present,Meiner Mutter haben wir zum Geburtstag Blumen geschenkt.,We gave my mother flowers for my birthday.
"die Schere, -n",scissors,Die Schere hier schneidet schlecht. Hast du noch eine andere?,The pair of scissors cuts badly. Do you have another one?
"die Schicht, -en",layer,Mein Mann arbeitet Schicht.,My husband works shift.
schick,fancy,Ich finde dein Kleid sehr schick.,I think your dress is very chic.
"schicken, schickt, schickte, hat geschickt",to send,Ich habe meinen Freunden eine Einladung zur Hochzeit geschickt.,I sent my friends an invitation to the wedding.
"schieben, schiebt, schob, hat geschoben",to push,Leider ist mein Fahrrad kaputtgegangen. Ich musste es nach Hause schieben.,Unfortunately my bike broke. I had to push it home.
schief,"crooked, leaning, sloping",Der Spiegel hängt ganz schief.,The mirror hangs awry.
"schießen, schießt, schoss, hat geschossen","to shoot, kick",Unsere Mannschaft hat ein Tor geschossen.,Our team has scored a goal.
"das Schiff, -e",ship,Sind Sie mit dem Schiff oder mit dem Flugzeug gekommen?,Did you come by boat or by plane?
"das Schild, -er",sign,"Kannst du lesen, was dort auf dem Schild steht?",Can you read what's on the sign?
"schimpfen, schimpft, schimpfte, hat geschimpft","to grumble, complain, tell off","Der Arzt hat mit mir geschimpft, weil ich zu wenig Sport mache.",The doctor scolded me for not doing enough exercise.
"der Schinken, -",hm,"Bitte, ein Brötchen mit Schinken.","Please, a bun with ham."
"der Schirm, -e",umrella,Es regnet. Hast du einen Schirm dabei?,It's raining. Do you have a screen with you?
"schlafen, schläft, schlief, hat geschlafen",sleep,Haben Sie gut geschlafen?,Did you sleep well?
der Schlaf (Sg.),sleep,Mein Vater macht jeden Tag einen Mittagsschlaf.,My dad makes a nap every day.
"schlagen, schlägt, schlug, hat geschlagen","to strike, hit",Wer hat den Weltmeister geschlagen?,Who beat the world champion?
"die Schlange, -n",snake,Meine Tochter hat Angst vor Schlangen.,My daughter is afraid of snakes.
schlank,slim,Meine Tochter ist groß und schlank.,My daughter is tall and slim.
schlecht,bhd,Das Wetter ist schlecht. / Die Bezahlung in dieser Firma ist schlecht.,The weather is bad. / The payment in this company is bad.
"schließen, schließt, schloss, hat geschlossen","to close, shut","Bitte, schließen Sie die Tür.",Please close the door.
schließlich,finally,Ich musste lange warten. Aber schließlich habe ich den Job doch noch bekommen.,I had to wait a long time. But finally I got the job.
"das Schloss, -""er","lock, padlock, castle",An unserer Wohnungstür ist das Schloss kaputt.,The lock is broken on our apartment door.
"der Schluss, -""e",end,Ich muss jetzt Schluss machen. Es klingelt an der Tür.,I have to stop now. It rings at the door.
"der Schlüssel, -",key,Ich kann meine Schlüssel nicht finden.,I can not find my keys.
schlimm,bad,Die Wunde sieht schlimm aus.,The wound looks bad.
schmal,narrow,Hier kannst du nicht parken. Die Straße ist zu schmal.,You can not park here. The road is too narrow.
"schmecken, schmeckt, schmeckte, hat geschmeckt",to taste,Hat es Ihnen geschmeckt?,Did you enjoy your meal?
"der Schmerz, -en",pain,Haben Sie Schmerzen?,Do you have pain?
"das Schmerzmittel, -",painkiller,Sie haben Zahnschmerzen? Ich verschreibe Ihnen ein Schmerzmittel.,You have a toothache? I prescribe you a pain medication.
"der Schmuck, -e",jewellery,Dieser Schmuck ist von meiner Großmutter.,This jewelry is from my grandmother.
schmutzig,dirty,Leg bitte die schmutzige Wäsche in die Waschmaschine.,Please put the dirty laundry in the washing machine.
der Schnee (Sg.),snow,Im Februar gibt es oft viel Schnee.,There is often a lot of snow in February.
"schneien, es schneit, es schneite, es hat geschneit",to snow,Heute Nacht hat es geschneit.,It was snowing tonight.
"schneiden, schneidet, schnitt, hat geschnitten",to cut,Das Messer schneidet nicht.,The knife does not cut.
schnell,fast,Warum fährst du so schnell?,Why are you driving so fast?
"das Schnitzel, -",schnitzel,Bitte ein Schnitzel mit Kartoffeln und Salat.,Please a schnitzel with potatoes and salad.
"der Schnupfen, -",cold,Ich habe Schnupfen. Welches Medikament empfehlen Sie?,I have a cold. Which medicine do you recommend?
"die Schokolade, -n",chocolate,Ich habe eine Tafel Schokolade gegessen.,I ate a bar of chocolate.
schon,"already, just",Ist das Essen schon fertig?,Is the meal ready yet?
schön,beautiful,Ich finde eure Wohnung sehr schön.,I think your apartment is very nice.
"der Schrank, -""e",cupboard,Die Handtücher liegen im Schrank.,The towels are in the closet.
"der Schreck/Schrecken, -en / -","scare, fright",Ich habe einen großen Schreck bekommen.,I got a big fright.
schrecklich,"terrible, dreadful",Heute ist eine schreckliche Hitze.,Today is a terrible heat.
"schreiben, schreibt, schrieb, hat geschrieben",to write,Meine Großmutter hat mir geschrieben.,My grandmother wrote to me.
aufschreiben,to write down,Ich habe mir deine Telefonnummer aufgeschrieben.,I wrote down your phone number.
"das Schreiben, -","letter, communication",Bitte bringen Sie das Schreiben vom Wohnungsamt mit.,Please bring the letter from the housing office.
"der Schreibtisch, -e",writing desk,Die Papiere liegen auf dem Schreibtisch.,The papers are on the desk.
"schreien, schreit, schrie, hat geschrien",to scream,"Kinder, hört bitte auf, so laut zu schreien. - Ich muss arbeiten.","Children, please stop screaming so loud. - I have to work."
"die Schrift, -en",handwriting,Ich kann leider deine Schrift nicht lesen.,"Unfortunately, I can not read your font."
schriftlich,written,Die schriftliche Prüfung dauert einen halben Tag.,The written exam lasts half a day.
"der Schritt, -e","step, walk",Die Sprachschule ist nur ein paar Schritte von hier.,The language school is just a few steps from here.
"der Schuh, -e",schoe,Die neuen Schuhe sind mir zu eng.,The new shoes are too tight for me.
"die Schuld, -en",fault,"Es ist nicht meine Schuld, dass das nicht geklappt hat.",It's not my fault that it did not work.
"schuld sein, ist schuld, war schuld, ist schuld gewesen",be to blame,Ich hatte einen Unfall. Aber ich war nicht schuld.,I had an accident. But I was not to blame.
schuldig,guilty,"Was bin ich Ihnen schuldig? - 50 Euro, bitte.","What do I owe you? - 50 euros, please."
"die Schule, -n",school,Meine Tochter geht schon in die Schule.,My daughter is already in school.
"der Schüler, - / die Schülerin, -nen",student,In der Klasse sind 25 Schüler.,There are 25 students in the class.
"die Schulter, -n",shoulder,Ich habe Schmerzen in der rechten Schulter.,I have pain in my right shoulder.
"schützen, schützt, schützte, hat geschützt",to protect,Diese Impfung schützt vor Grippe.,This vaccine protects against flu.
der Schutz (Sg.),protection,Das ist ein guter Schutz gegen Kälte.,That's a good protection against cold.
schwach,weak,Ich bin noch nicht gesund. Ich fühle mich noch sehr schwach.,I'm not healthy yet. I still feel very weak.
schwanger,pregnant,Meine Cousine ist im dritten Monat schwanger.,My cousin is three months pregnant.
"die Schwangerschaft, -en",pregnancy,Sie dürfen während der Schwangerschaft nicht rauchen.,You must not smoke during pregnancy.
schwarz,black,Ich mag die Farbe Schwarz.,I like the color black.
"das Schwein, -e",pig,Ich esse kein Fleisch vom Schwein.,I do not eat meat from the pig.
schwer,heavy,Der Koffer ist viel zu schwer.,The suitcase is way too heavy.
"die Schwester, -n",sister,Meine Schwester heiratet morgen.,My sister marries tomorrow.
Schwieger,in-laws,Wir besuchen morgen meine Schwiegereltern.,We will visit my in-laws tomorrow.
schwierig,difficult,Die Prüfung war sehr schwierig.,The exam was very difficult.
"die Schwierigkeit, -en",difficulty,Ich hatte große Schwierigkeiten mit dem Visum.,I had a lot of trouble with the visa.
"schwimmen, schwimmt, schwamm, ist geschwommen",to swim,Ich gehe regelmäßig schwimmen.,I go swimming regularly.
"das Schwimmbad, -""er",swimming pool,Kommst du mit ins Schwimmbad?,Are you coming to the pool?
"schwitzen, schwitzt, schwitzte, hat geschwitzt",to sweat,Es war sehr heiß. Wir haben alle sehr geschwitzt.,It was very hot. We were all very sweaty.
"der See, -n / die See / die Nordsee",lake,Unser Hotel war direkt am See.,Our hotel was right on the lake.
"sehen, sieht, sah, hat gesehen",to see,Ich sehe nicht gut. Ich brauche eine Brille.,I do not see well. I need glasses.
"die Sehenswürdigkeit, -en",sight,Welche Sehenswürdigkeiten gibt es hier?,Which sights are there?
sehr,very,Ich habe mich sehr über Ihren Besuch gefreut. Hier ist Ihr Essen. - Danke sehr. Das Wetter ist heute sehr schön.,I was very happy about your visit. Here is your food. - Thank you very much. The weather is very beautiful today.
"die Seife, -n",soap,Hier gibt es keine Seife.,There is no soap here.
"sein, ist, war, ist gewesen",to be,Ich bin Mechaniker. / Das sind meine Kollegen.,I'm a mechanic. / These are my colleagues.
seit,since,Wir wohnen seit dem 3. März in Dortmund.,We live since March 3rd in Dortmund.
seitdem,since (then),Ich bin vor zwei Jahren nach Deutschland gekommen. Seitdem lerne ich Deutsch.,I came to Germany two years ago. Since then I learn German.
"die Seite, -n",page,Das hier ist die Goethestraße. Ich wohne auf der linken Seite.,This is Goethestrasse. I live on the left side.
"die Sekretärin, -nen",secretary,Ich arbeite als Sekretärin.,I work as a secretary.
selb-,the same,Ich habe am selben Tag Geburtstag wie du.,I have a birthday the same day as you.
selbst,self,Den Kuchen habe ich selbst gebacken.,I baked the cake myself.
selbstständig,"self employed, independent",Jetzt bin ich angestellt. Früher war ich selbstständig.,Now I am employed. I used to be self-employed.
selbstverständlich,"of course, obviously",Selbstverständlich sagen wir Ihnen sofort Bescheid.,Of course we will let you know immediately.
selten,seldom,Ich gehe ganz selten ins Kino.,I rarely go to the cinema.
"das Semester, -",semester,Mein Neffe studiert im 6. Semester Medizin.,My nephew is studying medicine in the 6th semester.
"senden, sendet, sendete / sandte, hat gesendet / hat gesandt",to send,Bitte senden Sie uns die Unterlagen per E- Mail.,Please send us the documents by e-mail.
"der Sender, -",(radio) Station,Welchen Sender siehst du am liebsten?,Which station do you most like to watch?
"die Sendung, -en","consignment, programme, transmission",Wir wiederholen die Sendung am 23. Mai.,We repeat the broadcast on May 23rd.
die Senioren (Pl.),"seniors, old people",Dieser Kurs ist für Senioren.,This course is for seniors.
senkrecht,vertical,Ziehen Sie bitte eine senkrechte Linie.,Please draw a vertical line.
"die Serie, -n",series,Meine Tochter liebt Fernsehserien.,My daughter loves TV shows.
der Service (Sg.),service,Rufst du beim Pizza- Service an?,Are you calling for pizza service?
"der Sessel, -",chair,Ich hätte gern einen bequemen Sessel.,I would like to have a comfortable chair.
"setzen, setzt, setzte, hat gesetzt",to place,Darf ich mich zu Ihnen setzen?,Can I sit next to you?
sicher,sure,Dieses Auto ist besonders sicher.,This car is especially safe.
"die Sicherheit, -en",security,Sicherheit ist für mich sehr wichtig.,Safety is very important to me.
"sichern, sichert, sicherte, hat gesichert",to secure,Du musst immer alle Daten im Computer sichern.,You always have to backup all data in the computer.
sichtbar,visible,Es gibt keine sichtbaren Verletzungen. Aber wir müssen das Bein trotzdem untersuchen.,There are no visible injuries. But we still have to examine the leg.
"der Sieg, -e","win, victory",Unsere Mannschaft hat gewonnen.,Our team won.
"der Sieger, -",winner,Wer hat gewonnen? Wie heißt der Sieger?,Who won? What's the name of the winner?
"singen, singt, sang, hat gesungen",to sing,Ich singe gern.,I like to sing.
"sinken, sinkt, sank, ist gesunken",to sink,Das Schiff ist vor der Küste gesunken.,The ship has sunk off the coast.
"der Sinn, -e",sense,Bitte rufen Sie nicht jeden Tag an.,Please do not call every day.
"die Situation, -en",situation,Meine Situation ist schwierig.,My situation is difficult.
"sitzen, sitzt, saß, hat gesessen",to sit,Wo möchten Sie sitzen? - Bitte ganz hinten.,Where would you like to sit? - Please at the very back.
"der Sitz, -e",seat,Ich suche für meinen Sohn einen Kindersitz fürs Auto.,I'm looking for my son a car seat for the car.
"der Ski, - / -er",ski,Gehen wir am Wochenende Ski laufen?,Do we go skiing at the weekend?
"die SMS, -",SMS,Ich habe dir heute Morgen eine SMS geschickt. Warum antwortest du nicht?,I sent you an SMS this morning. Why do not you answer?
so,"so, like this",Wie macht man das? - So! / Sie müssen das so machen. Nicht so!,How do you do that? - So! / You have to do it that way. Not so!
sobald,as soon as,"Sobald ich den Termin weiß, gebe ich Ihnen Bescheid.","As soon as I know the date, I'll let you know."
"die Socke, -n",sock,Im Winter brauche ich warme Socken.,In winter I need warm socks.
sodass,so that,"Der Zug hatte zwei Stunden Verspätung, sodass ich erst um 23 Uhr nach Hause kam.",The train was two hours late so I did not get home until 11pm.
"das Sofa, -s",sofa,Wir hätten gern ein modernes Sofa.,We would like to have a modern sofa.
sofort,immediately,Sie müssen sich sofort anmelden.,You have to sign up immediately.
"die Software, -s",software,Ich habe mir eine neue Software gekauft. Ich bin sehr zufrieden damit.,I bought a new software. I am very happy with it.
sogar,even,Mein Onkel hat uns zum Essen eingeladen. Danach hat er uns sogar zum Bahnhof gebracht.,My uncle invited us to dinner. After that he even took us to the train station.
"der Sohn, -""e",son,Mein jüngster Sohn ist vier.,My youngest son is four.
solange,as long as,"Solange Sie Fieber haben, dürfen Sie auf keinen Fall arbeiten gehen.","As long as you have a fever, you must not go to work."
solch-,"such, these",Solche Schuhe finde ich toll.,I like these shoes.
"sollen, soll, sollte, hat gesollt/… ,sollen",to be supposed to,Sie sollen sofort zum Chef kommen.,You should come to the boss immediately.
"das Sonderangebot, -e",special offer,Das ist ein Sonderangebot: 25 % reduziert.,This is a special offer: 25% reduced.
sondern,but (rather),"Unser Besuch kommt nicht heute, sondern morgen.","Our visit is not coming today, but tomorrow."
"die Sonne, -n",sun,Das Wetter ist schön. Die Sonne scheint.,The weather is nice. The sun is shining.
sonst,"otherwise, other, usually, normally","Sonst noch etwas? - Nein, danke. Das ist alles.",Anything else? - No thanks. That's all.
sonstig,other,Schau mal unter « Sonstiges ».,"Look under ""Other""."
"sorgen, sorgt, sorgte, hat gesorgt",to worry,Wer sorgt denn für die Kinder?,Who cares for the children?
"die Sorge, -n",worry,Ich mache mir Sorgen um meinen Sohn. Er ruft nicht an.,I'm worried about my son. He does not call.
"die Soße, -n",sauce,Gibst du mir bitte mal die Soße?,"Will you give me the sauce, please?"
"das Souvenir, -s",souvenir,Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.,I brought some souvenirs from my vacation.
soviel,as fas as,"Soviel ich weiß, hat dieses Restaurant heute Ruhetag.","As far as I know, this restaurant is closed today."
so viel/so viel wie,so much,Ich verdiene nur halb so viel wie er.,I only earn half as much as he.
sowieso,anyway,Willst du mir den Brief mitgeben? Ich gehe sowieso zur Post.,Will you give me the letter? I'm going to the post anyway.
sowohl ... als auch,as well ... as,Sowohl Sie als auch Ihre Frau müssen unterschreiben.,Both you and your wife have to sign.
"das Sozialamt, -""er",social security office,Sie müssen zum Sozialamt gehen.,You have to go to the welfare office.
"der Sozialarbeiter, -",social worker,Ein Schwager von mir arbeitet als Sozialarbeiter.,A brother in law of mine works as a social worker.
"die Sozialhilfe, -n",social care,Sie können Sozialhilfe beantragen.,You can apply for social assistance.
spannend,exciting,Das Spiel war spannend bis zur letzten Minute.,The game was exciting until the last minute.
"sparen, spart, sparte, hat gespart",to save,"Ein Auto ist mir zu teuer, ich muss sparen.","A car is too expensive for me, I have to save."
sparsam,"economical, thrifty",Meine Frau ist sehr sparsam.,My wife is very economical.
"der Spaß ,-""e",fun,Meine Arbeit macht mir viel Spaß.,I enjoy my work.
