german_word,english_translation,german_sentence,english_sentence
"festsetzen, setzt fest, setzte fest, hat festgesetzt","to fix, settle",Die Ausländerbehörde hat diesen Termin festgesetzt.,The foreigners authority has set this date.
"feststellen, stellt fest, stellte fest, hat festgestellt","to establish, remark, lock",Wir konnten den Absender des Briefes nicht feststellen.,We could not find the sender of the letter.
fett,fat,Die Wurst ist mir zu fett.,The sausage is too fat for me.
"das Fett, -e",fat,Man soll nicht so viel Fett essen.,You should not eat so much fat.
feucht,damp,Die Wäsche ist noch feucht.,The laundry is still wet.
"das Feuer, -",fire,Der Schaden durch das Feuer war sehr groß.,The damage from the fire was very big.
"das Feuerzeug, -e Ist das Feuerzeug neu?",lighter,Ist das Feuerzeug neu?,Is the lighter new?
"die Feuerwehr, -en",fire brigade,Schnell! Rufen Sie die Feuerwehr! Die Nummer ist: 112.,Fast! Call the fire department! The number is: 112.
das Fieber (Sg.),"fever, temperature",Plötzlich hat meine Tochter hohes Fieber bekommen.,Suddenly my daughter got a high fever.
"die Figur, -en",figure,Lars hat eine gute Figur.,Lars has a good figure.
"der Film, -e",film,Bis wann können Sie den Film entwickeln?,Until when can you develop the film?
"finanzieren, finanziert, finanzierte, hat finanziert","to finance, be financed","Ich weiß nicht, wie ich das Auto finanzieren soll.",I do not know how to finance the car.
finanziell,financial,Finanziell geht es meinem Neffen jetzt besser.,Financially my nephew is better now.
"finden, findet, fand, hat gefunden",to find,Mein Onkel hat eine gute Arbeit gefunden.,My uncle has found a good job.
"der Finger, -",finger,Alessandro hat sich in den Finger geschnitten.,Alessandro has cut his finger.
"die Firma, die Firmen",firm,Seit wann arbeiten Sie bei dieser Firma?,Since when do you work for this company?
"der Fisch, -e",fish,In diesem See gibt es kaum noch Fische.,There are hardly any fish left in this lake.
fit,fit,Ich halte mich durch Sport fit.,I keep fit through sport.
die Fitness (Sg.),fitness,Ich tue viel für meine Fitness.,I do a lot for my fitness.
flach,flat,Für die Arbeit brauche ich flache Schuhe.,I need flat shoes for work.
"die Fläche, -n",area,Unsere Wohnung hat eine Wohnfläche von 100 m2 .,Our apartment has a living area of ​​100 m2.
"die Flasche, -n",bottle,Wo kann man die leeren Flaschen zurückgeben?,Where can you return the empty bottles?
"der Fleck, -en","stain, patch",Du hast einen Fleck auf der Bluse.,You have a stain on the blouse.
das Fleisch (Sg.),meat,Fleisch mag ich nicht.,I do not like meat.
fleißig,"diligent, industrious",Pamela ist wirklich fleißig. Sie macht immer ihre Hausaufgaben.,Pamela is really hardworking. She always does her homework.
flexibel,flexible,Meine Arbeitszeit ist flexibel.,My working time is flexible.
"fliegen, fliegt, flog, ist geflogen",to fly,Der Vogel ist auf einen Baum geflogen.,The bird has flown on a tree.
"fliehen, flieht, floh, ist geflohen",to flee,Der Einbrecher ist sofort geflohen.,The burglar fled immediately.
"die Flucht, -en",flight,Der Einbrecher war schon auf der Flucht.,The burglar was already on the run.
"fließen, fließt, floss, ist geflossen",to flow,Dieser Fluss fließt in die Nordsee.,This river flows into the North Sea.
fließend,fluent,Mein Kollege spricht fließend Deutsch.,My colleague is fluent in German.
"der Flug, -""e",flight,Ich habe den Flug für Sie gebucht.,I booked the flight for you.
"der Flughafen, -""",airport,Der Flughafen liegt 30 km außerhalb.,The airport is 30 km outside.
"das Flugzeug, -e",airplane,Das Flugzeug ist gerade gelandet.,The plane has just landed.
"der Flur, -e",hallway,Warten Sie bitte auf dem Flur.,Please wait in the corridor.
"der Fluss, -""e",river,Wie heißt dieser Fluss?,What is the name of this river?
"die Flüssigkeit, -en",fluid,Dieses Medikament muss man mit viel Flüssigkeit einnehmen.,This medicine must be taken with plenty of fluids.
"folgen, folgt, folgte, ist gefolgt",to follow,Es folgen die Nachrichten.,The news follows.
"die Folge, -n",episode,"Wenn Sie weiter so spät kommen, hat das Folgen.","If you keep coming up late, that has consequences."
folgend,following,Mehr Informationen auf den folgenden Seiten.,More information on the following pages.
"fordern, fordert, forderte, hat gefordert",to demand,Alles wird teurer. Wir fordern deshalb von unserer Firma mehr Lohn.,Everything gets more expensive. We therefore demand more pay from our company.
"die Forderung, -en",demand,Die Forderung ist 10 % mehr Lohn.,The claim is 10% more pay.
"fördern, fördert, förderte, hat gefördert","to promote, help",Das BAMF fördert diesen Kurs.,The BAMF supports this course.
"die Förderung, -en",promotion,Für das Projekt bekommen wir eine Förderung von der Stadt.,For the project we get a promotion from the city.
"die Form, -en",shape,Diese Schuhe haben eine schöne Form.,These shoes have a nice shape.
"das Formular, -e",formular,Füllen Sie bitte dieses Formular aus.,Please fill in this form.
"die Fortbildung, -en",further education,Ich möchte nächstes Jahr in meinem Beruf eine Fortbildung machen.,I want to do a training in my job next year.
"der Fortschritt, -e",progress,Ihre Kinder haben im Deutschen große Fortschritte gemacht.,Her children have made great progress in German.
"fortsetzen, setzt fort, setzte fort, hat fortgesetzt",to continue,Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.,We will continue treatment at 11am next Thursday.
"die Fortsetzung, -en","continuation, follow up",Fortsetzung folgt.,Sequel follows.
"fotografieren, fotografiert, fotografierte, hat fotografiert",to photograph,Ich fotografiere gern.,I like to take pictures.
"das Foto, -s",photo,Können Sie dieses Foto vergrößern?,Can you enlarge this photo?
"der Fotoapparat, -e",camera,Ich möchte mir einen Fotoapparat kaufen.,I want to buy a camera.
"die Fotografie, -n",photography,Ich interessiere mich für Fotografie.,I am interested in photography.
"fragen, fragt, fragte, hat gefragt",to ask,Darf ich Sie etwas fragen?,May I ask you something?
"die Frage, -n",question,Ich habe Ihre Frage leider nicht verstanden.,"Unfortunately, I did not understand your question."
"die Frau, -en",woman,In meinem Deutschkurs sind mehr Frauen als Männer.,There are more women than men in my German course.
frech,cheeky,Du darfst in der Schule nicht so frech sein.,You can not be so naughty at school.
frei,free,Ist dieser Platz noch frei?,Is this seat still free?
"die Freiheit, -en",freedom,Wir alle wünschen uns ein Leben in Freiheit.,We all want a life in freedom.
"die Freizeit, -en",freetime,In meiner Freizeit höre ich gern Musik.,In my spare time I like to listen to music.
freiwillig,voluntary,Manchmal bleibe ich freiwillig länger im Büro.,Sometimes I voluntarily stay longer in the office.
fremd,foreign,Ich reise gern in fremde Länder.,I like traveling to foreign countries.
"die Fremdsprache, -n",foreign language,Wie viele Fremdsprachen kannst du?,How many foreign languages ​​do you know?
"fressen, frisst, fraß, hat gefressen",to eat (for animals),Hat der Hund schon etwas zu fressen bekommen?,Did the dog already get something to eat?
"sich freuen, freut sich, freute sich, hat sich gefreut",to be glad,"Es freut mich, dass alles so gut geklappt hat.",I'm glad that everything went so well.
"die Freude, -n",pleasure,Diese Arbeit macht mir viel Freude.,This work gives me a lot of pleasure.
"der Freund, -e",friend,Ich sehe meine Freunde nur am Wochenende.,I only see my friends on weekends.
freundlich,friendly,Er hat uns sehr freundlich begrüßt.,He greeted us very friendly.
frisch,fresh,Das Brot ist noch ganz frisch.,The bread is still fresh.
"der Friseur, -e",hairdresser,Hast du einen guten Friseur?,Do you have a good barber?
"die Frist, -en",deadline,Die Frist ist abgelaufen.,The deadline has expired.
befristet,"limited, temporary",Ihre Aufenthaltserlaubnis ist befristet.,Your residence permit is temporary.
froh,"happy, glad","Ich bin froh, dass alles so gut geklappt hat.",I am glad that everything worked so well.
"die Frucht, -e",fruit,Welche Früchte kann man essen?,Which fruits can you eat?
früh,early,Hier ist schon am frühen Morgen starker Verkehr.,Here is early in the morning heavy traffic.
früher/früher-,"earlier, in former times",Wir nehmen den früheren Zug.,We take the earlier train.
"frühstücken, frühstückt, frühstückte, hat gefrühstückt",to have breakfast,Haben Sie schon gefrühstückt?,Did you already have breakfast?
"das Frühstück, -e",breakfast,Wir sitzen gerade beim Frühstück.,We are currently having breakfast.
"fühlen, fühlt, fühlte, hat gefühlt",feel,"Fühl mal, ob das Wasser nicht zu heiß ist.",Feel if the water is not too hot.
"führen, führt,  führte, hat geführt",to lead,Der Meister führt uns durch den Betrieb.,The master leads us through the operation.
"der Führerschein, -e",driving license,Mein Bruder hat erst vor einem halben Jahr den Führerschein gemacht.,My brother just took the driver's license six months ago.
"die Führung, -en","guide, lead, tour",Die nächste Führung beginnt um 15 Uhr.,The next tour starts at 3 pm.
"das Fundbüro, -s",lost property office,Sie haben Ihren Schirm verloren. Da fragen Sie am besten im Fundbüro.,You have lost your umbrella. It's best to ask at the lost property office.
"funktionieren, funktioniert, funktionierte, hat funktioniert",to function,"Können Sie mir bitte mal zeigen, wie der Automat funktioniert?",Can you please show me how the machine works?
für,for,Ist Post für mich da?,Is there mail for me?
furchtbar,terrible,Ich hatte mein Geld vergessen. Das war mir furchtbar unangenehm.,I forgot my money. That was terribly unpleasant to me.
"der Fuß, -""e",foot,Thomas hat sich den linken Fuß gebrochen.,Thomas has broken his left foot.
"der Fußball, -""e",football,Hans wünscht sich zu Weihnachten einen neuen Fußball.,Hans wishes for Christmas a new football.
"der Fußgänger, -",pedestrian,Dieser Weg ist nur für Fußgänger.,This path is only for pedestrians.
"die Fußgängerzone, -n",pedestrian area,Wir treffen uns um 15 Uhr in der Fußgängerzone.,We meet at 3pm in the pedestrian area.
"die Gabel, -n",fork,Wir brauchen bitte noch eine Gabel.,We still need a fork.
"der Gang, ""-e","walk, passage, aisle",Bitte warten Sie draußen im Gang.,Please wait outside in the hallway.
ganz,"complete, completely",Ich habe den ganzen Tag noch nichts gegessen.,I have not eaten all day yet.
gar,"quite, at all",Die Kartoffeln sind noch nicht gar.,The potatoes are not ready yet.
"die Garage, -n",garage,Hier ist eine Garage zu vermieten.,Here is a garage for rent.
"garantieren, garantiert, garantierte, hat garantiert",to guarantee,"Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.",I can not guarantee that the device will be ready next week.
"die Garantie, -n",guarantee,Auf die Waschmaschine haben Sie ein Jahr Garantie.,On the washing machine you have one year warranty.
"die Garderobe, -n",cloakroom,Die Mäntel bitte an der Garderobe abgeben.,Please hand over the coats to the cloakroom.
"der Garten, -""",garden,Wir haben einen schönen großen Garten.,We have a nice big garden.
"das Gas, -e",gas,Wir kochen mit Gas.,We cook with gas.
"der Gast, -""e",guest,Wir haben heute Abend Gäste.,We have guests tonight.
"die Gaststätte, -n",restaurant,Ich arbeite seit einem Monat in einer Gaststätte.,I have been working in a restaurant for a month.
"das Gebäude, -",building,In diesem Gebäude sind nur Büros.,In this building are only offices.
"geben, gibt, gab, hat gegeben",to give,Geben Sie mir bitte eine Quittung!,Please give me a receipt!
"das Gebäck, -e",busicuits,Das Gebäck ist ganz frisch.,The pastry is fresh.
"geboren werden, wird geboren, wurde geboren, ist geboren worden/ geboren sein",to be born,Wann und wo sind Sie geboren?,When and where were you born?
"gebrauchen, gebraucht, gebrauchte, hat gebraucht",to use,Wir können diese Möbel gut gebrauchen.,We can use this furniture well.
"die Gebrauchsanweisung, -en",instructions,Lesen Sie bitte zuerst die Gebrauchsanweisung.,Please read the instructions for use first.
"die Gebühr, -en",fee,Die Gebühr liegt jährlich bei 60 Euro.,The fee is 60 € per year.
"die Geburt, -en",birth,Sie müssen die Geburt Ihres Kindes beim Standesamt melden.,You must report the birth of your child to the registry office.
"der Geburtstag, -e",birthday,Herzlichen Glückwunsch zum Geburtstag!,Happy Birthday!
die Geduld (Sg.),patience,Bitte haben Sie etwas Geduld.,Please have a little patience.
geehrt,"Dear (Sir or Madam, in letters)","Sehr geehrte Damen und Herren, ...","Dear Ladies and Gentlemen, ..."
geeignet sein,be suitable,Dieses Spiel ist nicht für sehr kleine Kinder geeignet.,This game is not suitable for very young children.
"die Gefahr, -en",danger,Betreten auf eigene Gefahr.,Enter at your own risk.
"die Lebensgefahr, -en",risk of death,"Achtung, Lebensgefahr!","Attention, danger to life!"
gefährlich,dangerous,"Achtung, hier ist eine gefährliche Kurve!","Attention, here is a dangerous curve!"
"gefallen, gefällt, gefiel, hat gefallen",to like (pp. fallen),Wie gefällt es Ihnen hier?,How do you like it here?
"gefallen lassen, lässt gefallen, ließ gefallen, hat gefallen lassen","like, favor, please",Das würde ich mir nicht gefallen lassen.,I would not put up with that.
"das Gefängnis, -se",prison,Er wurde zu fünf Jahren Gefängnis verurteilt.,He was sentenced to five years in prison.
"das Gefühl, -e",feeling,"Ich glaube, ich schaffe die Prüfung.",I think I can do the exam.
gegen,"against, at",Ich bin gegen einen Baum gefahren.,I drove against a tree.
"die Gegend, -en","area, district",Der Schwarzwald ist eine sehr schöne Gegend.,The Black Forest is a very nice area.
"der Gegenstand, -""e",object,Sie dürfen nur persönliche Gegenstände mitnehmen.,You may only bring personal items.
gegenüber,opposite,Das Geschäft liegt direkt gegenüber der Post.,The shop is directly opposite the post office.
"das Gehalt, -""er",salary,Ich bin mit meinem Gehalt zufrieden.,I am satisfied with my salary.
geheim,secret,Das ist geheim. Du darfst es niemandem sagen.,That's a secret. You can not tell anyone.
"das Geheimnis, -se",secret,Soll ich dir ein Geheimnis sagen? - Meine Schwester heiratet nächsten Monat.,Should I tell you a secret? - My sister is getting married next month.
"gehen, geht, ging, ist gegangen",to go,Ich gehe jeden Morgen zu Fuß zur Arbeit. / Meine Tochter geht noch aufs Gymnasium.,I go to work every morning on foot. / My daughter is still going to high school.
"gehören, gehört, gehörte, hat gehört",to belong to,Gehört Ihnen das Haus?,Does the house belong to you?
gelb,yellow,Deine gelbe Jacke gefällt mir.,I like your yellow jacket.
"das Geld, -er",money,Ich habe nicht genug Geld dabei.,I do not have enough money.
"das Taschengeld, -er",pocket money,Wie viel Taschengeld bekommen Ihre Kinder?,How much pocket money do your children get?
"die Gelegenheit, -en",opportunity,Ich gebe dir das Geld bei Gelegenheit zurück.,I will give you the money back on occasion.
"gelingen, gelingt, gelang, ist gelungen",to succeed,"Es ist mir gelungen, meinen Chef zu überzeugen.",I managed to convince my boss.
"gelten, gilt, galt, hat gegolten",to be valid,Mein Pass gilt noch ein Jahr.,My passport will be valid for another year.
gemeinsam,together,Du musst die Wohnung renovieren?,You have to renovate the apartment?
"das Gemüse, -",vegetables,Wir kaufen das Gemüse direkt beim Bauern.,We buy the vegetables directly from the farmer.
gemütlich,cosy,Wir haben eine sehr gemütliche Wohnung.,We have a very cozy apartment.
genau,exactly,Haben Sie die genaue Zeit?,Do you have the exact time?
genauso,exactly like,Katarina sieht genauso aus wie ihre Schwester.,Katarina looks exactly like her sister.
genug,enough,Es ist noch genug Suppe da.,There is still enough soup there.
"die Genehmigung, -en",approval,Hier soll ein neuer Supermarkt hin.,Here is a new supermarket.
"genügen, genügt, genügte, hat genügt",to be enough,Wie viele Zimmer brauchen Sie? - Mir genügt eine 2- Zimmer-Wohnung.,How many rooms do you need? - I just need a 2-room apartment.
das Gepäck (Sg.),"luggage, baggage",Ich habe mein Gepäck am Bahnhof gelassen.,I left my luggage at the station.
gerade,straight,Das Bild hängt nicht gerade.,The picture is not hanging right now.
geradeaus,straight ahead,Fahren Sie geradeaus bis zur nächsten Kreuzung.,Go straight until the next intersection.
"das Gerät, -e",device,Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.,I always buy used electrical appliances. That's a lot cheaper.
gerecht,"just, fair",Andere bekommen für diese Arbeit mehr Lohn. Das finde ich nicht gerecht.,Others get more pay for this work. I think that's not fair.
"das Gericht, -e",court,Mein Lieblingsgericht ist Pizza.,My favorite dish is pizza.
"die Gerichtsverhandlung, -en",trial,Ich hatte letzten Monat einen Unfall. Morgen ist die Gerichtsverhandlung.,I had an accident last month. Tomorrow is the trial.
gering,"slight, small, low, short",Unsere Mannschaft hatte nur eine geringe Chance.,Our team had only a small chance.
gern/gerne,with pleasure,Ich helfe Ihnen gern.,I like to help you.
gesamt-/Gesamt-,all,Die gesamte Bevölkerung ist dagegen.,The entire population is against.
"das Geschäft, -e","business, shop",Die Geschäfte schließen um 18.30 Uhr.,The shops close at 18.30.
die Geschäftsleute (Pl.),business people,In meiner Familie sind viele Geschäftsleute.,There are many business people in my family.
"geschehen, geschieht, geschah, ist geschehen",to happen,Vielen Dank für Ihre Hilfe. - Gern geschehen.,Many thanks for your help. - You are welcome.
"das Geschenk, -e",present,Vielen Dank für das Geschenk.,Thank you for the gift.
"die Geschichte, -n",history,Ich interessiere mich nicht für Geschichte.,I am not interested in history.
"das Geschlecht, -er","sex, gender",Bitte kreuzen Sie an: Geschlecht: weiblich/männlich.,Please tick: Gender: female / male.
geschieden,divorced,Ich bin seit drei Jahren geschieden.,I have been divorced for three years.
"das Geschirr, -e","crockerz, pots and pans",Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.,For the birthday party I need dishes for twelve people.
"der Geschmack, -""e",taste,Ich möchte bitte Kaugummi mit Erdbeergeschmack.,"I would like chewing gum with strawberry flavor, please."
"die Geschwindigkeit, -en",speed,Das Auto fuhr mit zu hoher Geschwindigkeit.,The car was driving at high speed.
"die Geschwindigkeitsbeschränkung, -en",speed limit,Bitte beachten Sie die Geschwindigkeitsbeschränkungen.,Please note the speed limits.
die Geschwister (Pl.),sisters,Wir waren zu Hause sechs Geschwister.,We were six siblings at home.
"die Gesellschaft, -en",society,Michael will die Gesellschaft verändern.,Michael wants to change society.
"das Gesetz, -e",law,Das Parlament hat ein neues Gesetz beschlossen.,Parliament has passed a new law.
"das Gesicht, -er",face,Wasch dir bitte das Gesicht.,Please wash your face.
gespannt,"tense, strained, curious, eager","Ich bin gespannt, wer bei diesem Spiel gewinnt.",I'm curious who will win this game.
"das Gespräch, -e","conversation, discussion",Herr Müller ist gerade in einem Gespräch.,Mr. Müller is currently in a conversation.
gestern,yesterday,Ich bin erst gestern zurückgekommen.,I came back yesterday.
gesund,healthy,Ich hatte Grippe. Jetzt bin ich wieder gesund.,I had a flu. Now I am well again.
"die Gesundheit, -en",health,Sie müssen mehr auf Ihre Gesundheit achten.,You have to pay more attention to your health.
"das Getränk, -e",drink,Besorgst du bitte die Getränke?,Do you get the drinks please?
getrennt leben,to live separate lives,Ich lebe getrennt von meiner Frau.,I live apart from my wife.
"die Gewerkschaft, -en",union,Bist du Mitglied in einer Gewerkschaft?,Are you a member of a union?
"das Gewicht, -e",weight,Wie teuer ist das Päckchen? - Das hängt vom Gewicht ab.,How expensive is the package? - That depends on the weight.
"gewinnen, gewinnt, gewann, hat gewonnen",to win,Mein Mann hat im Lotto gewonnen.,My husband won the lottery.
"der Gewinn, -e",profit,Ich habe bei einem Ratespiel mitge macht. Der Hauptgewinn ist ein Auto.,I participated in a guessing game. The jackpot is a car.
"das Gewissen, -",conscience,Ich habe deinen Geburtstag vergessen.,I forgot your birthday.
"das Gewitter, -",thunderstorm,Es wird gleich ein Gewitter geben.,There will be a thunderstorm right away.
"gewöhnen, gewöhnt, gewöhnte, hat gewöhnt / ist gewöhnt","to accustom, get used to",Wir haben uns an das Leben hier gewöhnt.,We got used to life here.
gewöhnlich,"usual, ordinary, common",Um die Zeit ist mein Onkel gewöhnlich zu Hause.,By the time my uncle is usually at home.
gewohnt,usual,"Ich bin gewohnt, früh ins Bett zu gehen.",I am used to going to bed early.
"das Gewürz, -e",spice,Von den scharfen Gewürzen bekommt man Durst.,You get thirsty from spicy spices.
"gießen, gießt, goss, gegossen",to water,Es hat nicht geregnet. Ich muss meine Blumen gießen.,It has not rained. I have to water my flowers.
"das Gift, -e",poison,"Vorsicht, Gift!","Beware, poison!"
giftig,toxic,"Vorsicht, das ist giftig!","Beware, that's poison!"
"die Gitarre, -n",guitar,Ich spiele Gitarre.,I play guitar.
"das Glas, -""er",glass,"Vorsicht, die Kanne ist aus Glas!","Careful, the pot is made of glass!"
glatt,"smooth, slipperz",Fahr vorsichtig! Es ist glatt.,Drive carefully! It is smooth.
"glauben, glaubt, glaubte, hat geglaubt",to believe,"Ich glaube, der Chef ist heute nicht im Büro.",I think the boss is not in the office today.
gleich,"equal, identical, the same",Ich komme gleich.,I'll be right back.
gleichfalls,likewise,"Schöne Feiertage! - Danke, gleichfalls.",Happy holidays! - Thank you likewise.
gleichberechtigt,with equal rights,Mann und Frau sind gleichberechtigt.,Husband and wife are equal.
gleichzeitig,at the same time,Ich kann nicht alles gleichzeitig machen.,I can not do everything at the same time.
"das Gleis, -e",platform,Der Zug fährt heute von Gleis sieben ab.,The train departs today from track seven.
das Glück (Sg.),luck,Du hast dich nicht verletzt? Da hast du Glück gehabt.,You did not hurt yourself? You were lucky.
glücklich,"happy, happily",Meine Schwester hat geheiratet und ist sehr glücklich.,My sister got married and is very happy.
"der Glückwunsch, -""e","congratulations, best wishes",Herzlichen Glückwunsch zum Geburtstag!,Happy Birthday!
das Gold (Sg.),gold,"Ist der Ring aus Gold? Nein, er ist nur vergoldet.","Is the ring made of gold? No, he's just gilded."
"der Gott, -""er",god,Gott sei Dank ist dir nichts passiert.,Thank God nothing has happened to you.
"das Gras, -""er",grass,Es ist sehr trocken. Im Garten ist das Gras schon ganz braun.,"It is very dry. In the garden, the grass is already very brown."
"gratulieren, gratuliert, gratulierte, hat gratuliert",to congratulate,Ich gratuliere euch zur Geburt eurer Tochter.,I congratulate you on the birth of your daughter.
gratis,free,"Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.","This repair will not cost you anything, we'll do it for you for free."
grau,grey,Ich habe mir einen grauen Anzug gekauft.,I bought a gray suit.
"greifen, greift, griff, hat gegriffen","to grasp, seize, grab",Greifen Sie doch zu!,Grab it!
"die Grenze, -n",border,An der Grenze musst du deinen Ausweis zeigen.,At the border you have to show your ID.
"grillen, grillt, grillte, hat gegrillt",to grill (BBQ),Heute wollen wir im Garten grillen.,Today we want to barbecue in the garden.
"der Grill, -s",grill,Kannst du mir deinen Grill leihen? Wir wollen am Wochenende ein Picknick machen.,Can you lend me your barbecue? We want to have a picnic over the weekend.
"die Grippe, -n",flu,Ich habe eine Grippe und kann leider nicht kommen.,I have a flu and unfortunately can not come.
groß,big,Wir haben einen großen Garten.,We have a big garden.
Groß-,grand-,"z. B. die Großeltern, die Großmutter, der Großvater","z. Grandparents, grandmother, grandfather"
"die Großstadt, -""e",big city,Ich lebe gern in einer Großstadt.,I like to live in a big city.
"die Größe, -n",size,Welche Größe haben Sie?,What's your size?
grün,green,Gefällt dir dieser grüne Pullover?,Do you like this green pullover?
"gründen, gründet, gründete, hat gegründet",to found,Mein Onkel hat eine eigene Firma gegründet.,My uncle founded his own company.
"der Grund, -""e",ground,Sie haben Ihre Stelle gekündigt. Aus welchem Grund?,You have quit your job. For what reason?
gründlich,thorough,"Sie müssen die Wohnung gründlich reinigen, bevor Sie ausziehen.",You must clean the apartment thoroughly before you move out.
"das Grundstück, -e","property, land",Wir wollen ein Haus bauen und suchen ein günstiges Grundstück.,We want to build a house and look for a cheap property.
"die Gruppe, -n",group,Für Gruppen gibt es eine Ermäßigung.,For groups there is a discount.
"grüßen, grüßt, grüßte, hat gegrüßt",to greet,Ich soll Sie von Frau Meier grüßen.,I should greet you from Mrs. Meier.
"der Gruß, -""e",greeting,Schönen Gruß an Ihren Mann.,Greetings to your husband.
"gucken, guckt, guckte, hat geguckt",to look,Guck doch mal! Es schneit.,Look! It's snowing.
gültig,valid,Mein Pass ist nur noch zwei Monate gültig.,My passport is only valid for two months.
günstig,good value,Ich suche eine günstige Ferienwohnung.,I am looking for a cheap apartment.
"gut, besser, (am) best(en)",good,Ich kenne ein gutes Lokal. / Maria kann gut tanzen.,I know a good place. / Maria can dance well.
"das Haar, -e",hair,Meine Freundin hat langes schwarzes Haar.,My girlfriend has long black hair.
"haben, hat, hatte, hat gehabt",to have,Wir haben Hunger.,We are hungry.
das Hackfleisch (Sg.),minced meat,Kauf bitte 500 g Hackfleisch.,Please buy 500 g minced meat.
"der Hafen, -""",habour,"Wenn du in Hamburg bist, musst du dir unbedingt den Hafen ansehen.","If you're in Hamburg, you have to see the harbor."
"das Hähnchen, -",tiny male chicken,"Ich hätte gern ein halbes Hähnchen mit Pommes frites, bitte.","I would like half a chicken with chips, please."
halb,half,Treffen wir uns um halb neun?,Will we meet at half past eight?
"die Halbpension, -en",half board,Wir möchten ein Zimmer mit Halbpension.,We would like a room with half board.
halbtags,half day,Ich habe ein kleines Kind und kann nicht acht Stunden am Tag arbeiten. Deshalb möchte ich halbtags arbeiten.,I have a small child and can not work eight hours a day. That's why I want to work half-time.
"die Hälfte, -n",half,Bitte teilt euch die Schokolade. Jeder bekommt die Hälfte.,Please share the chocolate. Everyone gets half.
"die Halle, -n",hall,Die Stadt baut eine neue Sporthalle.,The city is building a new sports hall.
hallo,hello,"Hallo? Ist dort Schulz? - Nein, hier ist Meier.","Hello? Is Schulz there? - No, here's Meier."
"der Hals, -""e",throat,Mir tut der Hals weh.,My neck hurts.
halt,stop,Halt! Stehen bleiben!,Stop! Stand still!
haltbar,"durable, non-perishable",Diese Dose Tomaten ist mindestens haltbar bis 31.12.2018.,This can of tomatoes is best before 31.12.2018.
"halten, hält, hielt, hat gehalten",to keep,Kannst du mal kurz meine Handtasche halten?,Can you just hold my handbag for a moment?
"der Halt, -e",stop,Nächster Halt ist am Südbahnhof. - Umsteigen zur Straßenbahn.,Next stop is at the Südbahnhof. - Change to the tram.
"die Haltestelle, -n",stop(ping place),An der nächsten Haltestelle müssen wir aussteigen.,At the next stop we have to get off.
"der Hammer, -""",hammer,Ich möchte ein Bild aufhängen. Hast du einen Hammer für mich?,I want to hang a picture. Do you have a hammer for me?
"die Hand, -""e",the hand,Wasch dir bitte die Hände vor dem Essen.,Please wash your hands before eating.
"das Handtuch, -""er",towel,Gibst du mir ein frisches Handtuch?,Will you give me a fresh towel?
"handeln, handelt, handelte, hat gehandelt","to deal, trade",Mein Onkel hat ein kleines Geschäft. - Er handelt mit Obst und Gemüse.,My uncle has a small business. - He trades in fruits and vegetables.
der Handel (Sg.),trade,Der Handel mit Computern ist ein gutes Geschäft.,Trading in computers is good business.
"der Händler, -","seller, dealer",Mein Onkel ist Gemüsehändler.,My uncle is a greengrocer.
"der Handwerker, -","craftsman, workman, artisan",Morgen sind bei uns die Handwerker. Wir bekommen eine neue Badewanne.,Tomorrow we have the craftsmen. We get a new bathtub.
"das Handy, -s",cell phone,"Ich habe kein Festnetztelefon, aber ein Handy.","I do not have a landline phone, but a cell phone."
"hängen, hängt, hing, hat gehangen / hängen, hängt, hängte, hat gehängt",to hang,Das Bild hängt schief.,The picture hanging crooked.
hart,hard,Das Bett im Hotel war mir zu hart.,The bed in the hotel was too hard for me.
"hassen, hasst, hasste, hat gehasst",to hate,Ich hasse Autofahren.,I hate driving.
hässlich,horrible,Das ist aber eine hässliche Lampe!,That's an ugly lamp!
häufig,"frequent, frequently",Haben Sie häufig Kopfschmerzen? Dann sollten Sie nicht so lange am Computer sitzen.,Do you often have a headache? Then you should not sit at the computer for so long.
"die Hauptstadt, -""e",capital city,Berlin ist die Hauptstadt von Deutschland.,Berlin is the capital city of Germany.
