target_word,similar_words,similarity_count,rule_types
turc,"turf, tuer, truc, tour, tiercé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
turf,"turc, tuer, tour, tarif",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
turne,"tune, terne, tournée, tourné, thune",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tussor,"tousser, tasser, tisser",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tutelle,"telle, truelle, tourelle",3,"Rule2-4_EditDistance, Rule5b_Structural"
tuteur,"tueur, tumeur, tutoyer, tâter, téter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tutoyer,"tatouer, tuteur, tâter, téter, tuyauterie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tutu,"têtu, tout",2,Rule2-4_EditDistance
tutélaire,titulaire,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
tuyauterie,"tuteur, tutoyer, tâter, téter, toiture",5,"Rule5a_Skeleton, Rule5b_Structural"
tympan,tampon,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
type,typique,1,Rule5b_Structural
typique,"tropique, type",2,Rule5b_Structural
typiquement,tragiquement,1,Rule5b_Structural
tyran,"train, tarin, traîne, traînée, traîneau",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tyrannie,tyrannique,1,Rule5b_Structural
tyrannique,tyrannie,1,Rule5b_Structural
tâche,"tâcher, tache, touche, touché, tchao",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tâcher,"tâche, tacher, toucher",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tâter,"téter, tâtonner, tuteur, tatouer, tutoyer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
tâtonner,"tonner, talonner, tâter, tonnerre",4,"Rule2-4_EditDistance, Rule5b_Structural"
télégraphier,télégraphique,1,Rule5b_Structural
télégraphique,"télégraphier, téléphonique",2,Rule5b_Structural
téléphone,"téléphoner, téléphonique",2,Rule5b_Structural
téléphoner,"téléphone, téléphonique",2,Rule5b_Structural
téléphonique,"téléphone, téléphoner, télégraphique",3,Rule5b_Structural
témoignage,témoigner,1,Rule5b_Structural
témoigner,"témoignage, trépigner",2,"Rule2-4_EditDistance, Rule5b_Structural"
témoin,timon,1,"Rule5a_Skeleton, Rule5b_Structural"
ténacité,tonalité,1,Rule2-4_EditDistance
ténor,"tenir, tanière",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ténu,tenu,1,Rule2-4_EditDistance
téter,"tâter, tuteur, tatouer, tutoyer, titre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
téton,tatane,1,"Rule5a_Skeleton, Rule5b_Structural"
têtard,tard,1,Rule5b_Structural
tête,têtu,1,Rule2-4_EditDistance
têtu,"tête, tutu",2,Rule2-4_EditDistance
ulcère,ulcéré,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
ulcéré,ulcère,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
unes,urne,1,Rule2-4_EditDistance
univers,universel,1,Rule5b_Structural
universel,univers,1,Rule5b_Structural
urgence,urgent,1,Rule5b_Structural
urgent,urgence,1,Rule5b_Structural
urine,"uriner, urne, usine",3,"Rule2-4_EditDistance, Rule5b_Structural"
uriner,urine,1,Rule5b_Structural
urne,"urine, unes",2,"Rule2-4_EditDistance, Rule5b_Structural"
usage,usagé,1,Rule2-4_EditDistance
usagé,usage,1,Rule2-4_EditDistance
usine,urine,1,Rule2-4_EditDistance
usurpateur,usurper,1,Rule5b_Structural
usurper,usurpateur,1,Rule5b_Structural
utilisable,utilitaire,1,Rule2-4_EditDistance
utilitaire,utilisable,1,Rule2-4_EditDistance
vacance,"vacancier, vacant, vache",3,Rule5b_Structural
vacancier,"vacance, vacciner",2,Rule5b_Structural
vacant,"vacance, vacillant",2,Rule5b_Structural
vacarme,"vache, vacherie",2,Rule5b_Structural
vaccin,vacciner,1,Rule5b_Structural
vacciner,"vaccin, vaciller, vacancier",3,"Rule2-4_EditDistance, Rule5b_Structural"
vache,"vacherie, vacance, vacarme",3,Rule5b_Structural
vachement,"vaguement, vainement",2,Rule2-4_EditDistance
vacherie,"vache, vacarme",2,Rule5b_Structural
vacillant,"vaillant, vacant, vaillance",3,"Rule2-4_EditDistance, Rule5b_Structural"
vaciller,"veiller, vriller, vanille, vacciner, veilleur",5,"Rule2-4_EditDistance, Rule5b_Structural"
vagabond,vagabonder,1,Rule5b_Structural
vagabondage,vagabonder,1,Rule5b_Structural
vagabonder,"vagabond, vagabondage",2,Rule5b_Structural
vagin,"vagir, vain, vigne",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vagir,"vagin, vaguer, voyager, voyageur, voguer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vague,"vaguer, vogue",2,"Rule2-4_EditDistance, Rule5b_Structural"
vaguement,"vachement, vainement",2,Rule2-4_EditDistance
vaguer,"vague, vaquer, voguer, vagir, vigueur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vaillamment,vaillant,1,Rule5b_Structural
vaillance,"vaillant, vigilance, vacillant",3,"Rule2-4_EditDistance, Rule5b_Structural"
vaillant,"vacillant, vaillance, vaillamment, vigilant, variante",5,"Rule2-4_EditDistance, Rule5b_Structural"
vain,"vaincu, vagin, vrai, vlan",4,"Rule2-4_EditDistance, Rule5b_Structural"
vaincre,vaincu,1,Rule5b_Structural
vaincu,"vaincre, vain",2,Rule5b_Structural
vainement,"vachement, vaguement, vivement, vraiment",4,"Rule2-4_EditDistance, Rule5b_Structural"
vaisseau,vessie,1,"Rule5a_Skeleton, Rule5b_Structural"
valable,"variable, valse, valide, valise, vallée",5,Rule5b_Structural
valet,"volet, valse, violet, volute, velouté",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
valeur,"vapeur, voleur, violeur, valoir, valser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
valide,"validé, valise, valable, valoche",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
validé,valide,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
valise,"valse, valide, valser, valable, valoche",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vallée,"veillée, valable, valoche, ville, veille",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
valoche,"valse, valide, valise, vallée, valable",5,"Rule2-4_EditDistance, Rule5b_Structural"
valoir,"vouloir, valeur, voilier, violer, voler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
valse,"valser, valise, vase, valet, valable",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
valser,"valse, valise, valeur",3,"Rule2-4_EditDistance, Rule5b_Structural"
vanille,"vaciller, volaille, venelle, vanne",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vaniteux,"venimeux, vitreux",2,"Rule2-4_EditDistance, Rule5b_Structural"
vanité,"vent, vente, voyant",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vanne,"vanner, vanille, venin",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vanner,"vanne, vanter",2,"Rule2-4_EditDistance, Rule5b_Structural"
vanter,"vanner, ventre, ventru",3,"Rule5a_Skeleton, Rule2-4_EditDistance"
vape,"vapeur, vase",2,"Rule2-4_EditDistance, Rule5b_Structural"
vapeur,"valeur, vape, vipère, vêpre",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vaquer,"vaguer, vasque",2,Rule2-4_EditDistance
varenne,"varice, variante",2,Rule5b_Structural
vareuse,"varice, virus, vers, verso, versé",5,"Rule5a_Skeleton, Rule5b_Structural"
variable,"variante, valable, véritable, varice, verbal",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
variante,"variable, varice, varenne, vaillant",4,"Rule2-4_EditDistance, Rule5b_Structural"
variation,"violation, vibration",2,Rule2-4_EditDistance
varice,"varier, variable, variante, varenne, vareuse",5,"Rule2-4_EditDistance, Rule5b_Structural"
varier,"varice, virer, verre, verrou, verrue",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
varié,variété,1,Rule5b_Structural
variété,"varié, vérité, vert, vertu",4,"Rule5a_Skeleton, Rule5b_Structural"
vase,"vaste, vaseux, valse, vape",4,"Rule2-4_EditDistance, Rule5b_Structural"
vaseux,vase,1,Rule5b_Structural
vasque,vaquer,1,Rule2-4_EditDistance
vaste,"vase, veste, valse, visite",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vaurien,verni,1,"Rule5a_Skeleton, Rule5b_Structural"
vautour,"voiture, voter, voûter, vêtir, vitre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vautrer,vitrer,1,"Rule5a_Skeleton, Rule5b_Structural"
veau,"velu, venu, veuf, voeu",4,Rule2-4_EditDistance
veille,"veiller, veillée, veilleur, veilleuse, ville",5,"Rule5a_Skeleton, Rule5b_Structural"
veiller,"veille, veilleur, vriller, veillée, vaciller",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
veilleur,"veiller, veilleuse, veille, veillée, violeur",5,"Rule5a_Skeleton, Rule5b_Structural"
veilleuse,"veilleur, veille, veillée, vieillesse",4,Rule5b_Structural
veillée,"veille, veiller, veilleuse, veilleur, vallée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
veine,"venin, veillée, vente, venue, vigne",5,"Rule2-4_EditDistance, Rule5b_Structural"
velléité,"velouté, vieillot",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
velouté,"velléité, volute, valet, violet, volet",5,"Rule5a_Skeleton, Rule5b_Structural"
velu,"veau, venu, veuf, voeu",4,Rule2-4_EditDistance
vendange,"vengeance, vendre",2,Rule5b_Structural
vendeur,"veneur, vengeur, vendre, venir",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vendre,"vendredi, ventre, vendange, vendeur, venelle",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vendredi,vendre,1,Rule5b_Structural
vendu,"venu, venue, viande",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
venelle,"vanille, vente, venue, vendre, ventre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
veneur,"vendeur, vengeur, venir, venger, vénéré",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vengeance,vendange,1,Rule5b_Structural
venger,"vengeur, verger, veneur, vinaigre",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vengeur,"venger, veneur, vendeur, venir, vinaigre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
venimeux,vaniteux,1,Rule2-4_EditDistance
venin,"venir, veine, verni, vanne",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
venir,"venin, vernir, veneur, verni, vendeur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vent,"vente, venu, ventre, ventru, vert",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vente,"vent, ventre, venue, veste, ventouse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ventouse,"vente, ventre, venue",3,Rule5b_Structural
ventre,"ventru, vente, vendre, vent, ventouse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ventru,"ventre, vent, vanter",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
venu,"venue, vent, vendu, veau, velu",5,"Rule2-4_EditDistance, Rule5b_Structural"
venue,"venu, vente, vendu, venelle, ventouse",5,"Rule2-4_EditDistance, Rule5b_Structural"
verbal,"vertical, vertébral, vermeil, variable",4,"Rule5a_Skeleton, Rule5b_Structural"
verbe,"verve, verge, verre, verdure, vermine",5,"Rule2-4_EditDistance, Rule5b_Structural"
verdict,"verdir, vert, verset, versant",4,"Rule2-4_EditDistance, Rule5b_Structural"
verdir,"verdict, vernir, verdure",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
verdoyant,versant,1,Rule5b_Structural
verdure,"verdâtre, verdir, verrière, vertèbre, verve",5,"Rule5a_Skeleton, Rule5b_Structural"
verdâtre,"verdure, verre, verrière, vertèbre",4,"Rule2-4_EditDistance, Rule5b_Structural"
verge,"verger, vierge, verve, verbe, verre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
verger,"verge, venger, verser, vierge",4,"Rule2-4_EditDistance, Rule5b_Structural"
verglas,"vers, vernis",2,Rule5b_Structural
vergogne,"verge, vermine, verveine, vertige",4,"Rule2-4_EditDistance, Rule5b_Structural"
vermeil,"vermoulu, verbal",2,"Rule5a_Skeleton, Rule5b_Structural"
vermillon,version,1,Rule5b_Structural
vermine,"verveine, vergogne, verve, verbe, verge",5,Rule5b_Structural
vermoulu,"vermeil, verrou",2,"Rule5a_Skeleton, Rule5b_Structural"
verni,"vernir, vernis, venin, venir, vaurien",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vernir,"verni, vernis, venir, verdir",4,"Rule2-4_EditDistance, Rule5b_Structural"
vernis,"verni, vernir, vernissé, verglas",4,"Rule2-4_EditDistance, Rule5b_Structural"
vernissé,"vernis, versé",2,Rule5b_Structural
verre,"verrue, verve, verbe, verge, verrou",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
verrière,"verre, verrue, verdure, verdâtre, vertèbre",5,"Rule2-4_EditDistance, Rule5b_Structural"
verrou,"verre, verrue, vermoulu, virer, varier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
verrue,"verre, verrou, verrière, vermine, vertige",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vers,"verso, versé, verser, vert, verset",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
versant,"verdoyant, vert, verdict",3,"Rule2-4_EditDistance, Rule5b_Structural"
verser,"verset, vers, verso, versé, verger",5,"Rule2-4_EditDistance, Rule5b_Structural"
verset,"verser, vers, verdict",3,"Rule2-4_EditDistance, Rule5b_Structural"
version,vermillon,1,Rule5b_Structural
verso,"vers, versé, verser, vareuse, virus",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
versé,"vers, verso, verser, vernissé, vareuse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vert,"vertu, vers, vent, verdict, versant",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vertical,"verticale, vertébral, verbal",3,"Rule5a_Skeleton, Rule5b_Structural"
verticale,"vertical, vertige",2,"Rule5a_Skeleton, Rule5b_Structural"
verticalement,véritablement,1,Rule2-4_EditDistance
vertige,"vestige, verticale, vertèbre, verve, verbe",5,"Rule2-4_EditDistance, Rule5b_Structural"
vertu,"vert, vérité, variété",3,"Rule5a_Skeleton, Rule5b_Structural"
vertèbre,"verre, vertige, verdure, verdâtre, verrière",5,"Rule2-4_EditDistance, Rule5b_Structural"
vertébral,"vertical, verbal",2,Rule5b_Structural
verve,"verbe, verge, verre, verveine, verdure",5,"Rule2-4_EditDistance, Rule5b_Structural"
verveine,"vermine, verve, vergogne, vertige",4,"Rule2-4_EditDistance, Rule5b_Structural"
vessie,vaisseau,1,"Rule5a_Skeleton, Rule5b_Structural"
veste,"vente, vaste, visite",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vestiaire,"vestige, vestibule, visiter, visiteur",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vestibule,"vestige, vestiaire",2,"Rule2-4_EditDistance, Rule5b_Structural"
vestige,"vertige, vestiaire, vestibule",3,"Rule2-4_EditDistance, Rule5b_Structural"
veuf,"veau, velu, venu, voeu",4,Rule2-4_EditDistance
veule,"veulerie, veuvage, venue",3,"Rule2-4_EditDistance, Rule5b_Structural"
veulerie,"veule, voler, violer, voiler, valeur",5,"Rule5a_Skeleton, Rule5b_Structural"
veuvage,veule,1,Rule5b_Structural
vexation,vocation,1,Rule2-4_EditDistance
viande,vendu,1,"Rule5a_Skeleton, Rule5b_Structural"
vibration,"violation, variation",2,Rule2-4_EditDistance
vibrer,"virer, vitrer",2,"Rule2-4_EditDistance, Rule5b_Structural"
vicaire,"victoire, vinaigre, vice, vicomte",4,"Rule2-4_EditDistance, Rule5b_Structural"
vice,"vide, vite, vive, vicaire, vicomte",5,"Rule2-4_EditDistance, Rule5b_Structural"
vicelard,vieillard,1,Rule5b_Structural
vicieux,"vieux, victorieux",2,Rule5b_Structural
vicomte,"vice, victoire, vicaire, victime",4,"Rule2-4_EditDistance, Rule5b_Structural"
victime,"victoire, vice, vicomte",3,"Rule2-4_EditDistance, Rule5b_Structural"
victoire,"vicaire, victime, vicomte",3,Rule5b_Structural
victorieusement,vigoureusement,1,Rule5b_Structural
victorieux,vicieux,1,Rule5b_Structural
vide,"vider, vidé, vice, vite, vive",5,"Rule2-4_EditDistance, Rule5b_Structural"
vider,"vide, virer, viser",3,"Rule2-4_EditDistance, Rule5b_Structural"
vidé,"vide, visé",2,Rule2-4_EditDistance
vieil,"vieilli, viril",2,"Rule2-4_EditDistance, Rule5b_Structural"
vieillard,"vieillir, vicelard",2,Rule5b_Structural
vieillerie,"vieillesse, vieillir, veiller, veilleur",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vieillesse,"vieillerie, veilleuse",2,"Rule2-4_EditDistance, Rule5b_Structural"
vieilli,"vieillir, vieillot, vieil, veille, villa",5,"Rule5a_Skeleton, Rule5b_Structural"
vieillir,"vieilli, vieillot, vieillard, vieillerie, veiller",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vieillissant,vieillissement,1,Rule5b_Structural
vieillissement,vieillissant,1,Rule5b_Structural
vieillot,"vieilli, vieillir, velléité",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vierge,"verge, verger, virage",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vieux,"vineux, vicieux",2,Rule5b_Structural
vigie,vigne,1,Rule2-4_EditDistance
vigilance,"vigilant, vaillance",2,"Rule2-4_EditDistance, Rule5b_Structural"
vigilant,"vigilance, vaillant",2,"Rule2-4_EditDistance, Rule5b_Structural"
vigne,"vigie, vignette, vignoble, veine, vagin",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vignette,"vigne, violette, vignoble, voilette",4,"Rule2-4_EditDistance, Rule5b_Structural"
vignoble,"vigne, vignette",2,"Rule2-4_EditDistance, Rule5b_Structural"
vigoureusement,victorieusement,1,Rule5b_Structural
vigueur,"vaguer, voguer, voyageur, vagir, voyager",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vilain,"vlan, violon",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
villa,"ville, village, vieilli, veille, veillée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
village,villa,1,Rule5b_Structural
ville,"villa, veille, vrille, voile, vieilli",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vinaigre,"vicaire, vinasse, venger, vengeur",4,"Rule5a_Skeleton, Rule5b_Structural"
vinasse,vinaigre,1,Rule5b_Structural
vineux,vieux,1,Rule5b_Structural
vingt-deux,"vingt-neuf, vingt-six",2,"Rule2-4_EditDistance, Rule5b_Structural"
vingt-huit,vingt-sept,1,Rule2-4_EditDistance
vingt-neuf,vingt-deux,1,Rule2-4_EditDistance
vingt-sept,vingt-huit,1,Rule2-4_EditDistance
vingt-six,vingt-deux,1,Rule5b_Structural
vingtaine,"vingtième, vitamine",2,"Rule2-4_EditDistance, Rule5b_Structural"
vingtième,vingtaine,1,Rule2-4_EditDistance
viol,"violer, violet, violon, volé",4,"Rule2-4_EditDistance, Rule5b_Structural"
violacer,"violacé, violer, violence, violeur",4,"Rule2-4_EditDistance, Rule5b_Structural"
violacé,violacer,1,Rule5b_Structural
violation,"vibration, violon, vocation, variation",4,"Rule2-4_EditDistance, Rule5b_Structural"
violemment,violent,1,Rule5b_Structural
violence,"violent, violette, violacer",3,"Rule2-4_EditDistance, Rule5b_Structural"
violent,"violet, violence, violemment, violer, violette",5,Rule5b_Structural
violer,"violet, violeur, violent, voler, viol",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
violet,"violer, violent, violette, violeur, volet",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
violette,"violet, violent, voilette, violence, vignette",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
violeur,"violer, voleur, violet, valeur, veilleur",5,"Rule5a_Skeleton, Rule5b_Structural"
violon,"viol, violation, vilain, vlan",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vipère,"vêpre, vapeur",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
virage,"visage, vierge, virgule, verge",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
virer,"vibrer, vitrer, vider, viser, virée",5,"Rule2-4_EditDistance, Rule5b_Structural"
virginal,"virginie, viril",2,"Rule2-4_EditDistance, Rule5b_Structural"
virginie,"virginité, virginal, virgule, vitrine",4,"Rule2-4_EditDistance, Rule5b_Structural"
virginité,"virginie, virilité",2,Rule5b_Structural
virgule,"virulent, virginie, virée, virage, virtuose",5,Rule5b_Structural
viril,"vieil, virtuel, virginal, vérole, vérolé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
virilité,"vitalité, virginité",2,"Rule2-4_EditDistance, Rule5b_Structural"
virtuel,"virtuose, viril",2,Rule5b_Structural
virtuose,"virtuel, virgule",2,Rule5b_Structural
virulent,"violent, virgule",2,Rule5b_Structural
virus,"vareuse, vers, verso, versé",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
virée,"visée, virer, vitré, virgule, vitre",5,"Rule2-4_EditDistance, Rule5b_Structural"
visa,"visé, visage",2,"Rule2-4_EditDistance, Rule5b_Structural"
visage,"virage, visa, viscère, visible, visière",5,"Rule2-4_EditDistance, Rule5b_Structural"
viscère,"visière, visée, visage, visite, visible",5,"Rule2-4_EditDistance, Rule5b_Structural"
viser,"visser, vider, virer, visée, visiteur",5,"Rule2-4_EditDistance, Rule5b_Structural"
visible,"visée, visage, viscère",3,"Rule2-4_EditDistance, Rule5b_Structural"
vision,"vison, voisin",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
visite,"visiter, visiteur, vite, viscère, vaste",5,"Rule5a_Skeleton, Rule5b_Structural"
visiter,"visite, visiteur, voisiner, vestiaire",4,"Rule5a_Skeleton, Rule5b_Structural"
visiteur,"visiter, visite, viser, visser, voisiner",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
visière,"viscère, visée, visage, viser",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vison,"vision, voisin",2,"Rule5a_Skeleton, Rule5b_Structural"
visser,"viser, visiteur",2,Rule5b_Structural
visé,"visée, visa, vidé",3,"Rule2-4_EditDistance, Rule5b_Structural"
visée,"visé, virée, viser, viscère, visible",5,"Rule2-4_EditDistance, Rule5b_Structural"
vitalité,"virilité, vivacité",2,Rule2-4_EditDistance
vitamine,"vitrine, vingtaine",2,Rule5b_Structural
vite,"vitre, visite, vitesse, vice, vide",5,"Rule2-4_EditDistance, Rule5b_Structural"
vitesse,"vite, vitre, vitrine",3,"Rule2-4_EditDistance, Rule5b_Structural"
vitre,"vitrer, vitré, vitreux, vite, vivre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vitrer,"vitre, virer, vitreux, vibrer, vitrifier",5,"Rule2-4_EditDistance, Rule5b_Structural"
vitreux,"vitre, vitrer, vaniteux",3,Rule5b_Structural
vitrifier,"vérifier, vitrer",2,Rule5b_Structural
vitrine,"vitamine, vite, vitesse, virginie, vétéran",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vitré,"vitre, virée, votre, vôtre, voiture",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vivacité,"voracité, vitalité",2,Rule2-4_EditDistance
vivant,"vivats, vivement",2,"Rule2-4_EditDistance, Rule5b_Structural"
vivats,vivant,1,Rule2-4_EditDistance
vive,"vivre, vice, vide, vite, voie",5,"Rule2-4_EditDistance, Rule5b_Structural"
vivement,"vêtement, vainement, vivant, vraiment",4,"Rule2-4_EditDistance, Rule5b_Structural"
vivre,"vive, vitre, vouivre, virer, virée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vlan,"vilain, vain, violon",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
vocation,"violation, vexation",2,"Rule2-4_EditDistance, Rule5b_Structural"
voeu,"voie, vote, vous, veuf, veau",5,Rule2-4_EditDistance
vogue,"voguer, vague, vouer",3,"Rule2-4_EditDistance, Rule5b_Structural"
voguer,"vogue, vouer, vaguer, vigueur, voyager",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voie,"voir, voix, voile, voire, vote",5,"Rule2-4_EditDistance, Rule5b_Structural"
voile,"voiler, voilà, voilé, voie, voire",5,"Rule2-4_EditDistance, Rule5b_Structural"
voiler,"voile, voilier, voler, violer, voisiner",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voilette,"violette, voile, voleter, vignette",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voilier,"voiler, voisiner, voler, voir, voltiger",5,"Rule5a_Skeleton, Rule5b_Structural"
voilà,"voile, voilé",2,Rule2-4_EditDistance
voilé,"voile, voilà, volé, volée",4,"Rule2-4_EditDistance, Rule5b_Structural"
voir,"voire, voie, voix, vomir, voilier",5,"Rule2-4_EditDistance, Rule5b_Structural"
voire,"voir, voie, voile, votre, vomir",5,"Rule2-4_EditDistance, Rule5b_Structural"
voisin,"voisiner, vision, vison",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voisinage,voisiner,1,Rule5b_Structural
voisiner,"voisin, voisinage, voilier, voiler, visiter",5,Rule5b_Structural
voiture,"votre, vitre, voie, voile, voter",5,"Rule5a_Skeleton, Rule5b_Structural"
voix,"voie, voir",2,Rule2-4_EditDistance
volage,"voyage, volaille, volatile, volière",4,"Rule2-4_EditDistance, Rule5b_Structural"
volaille,"volatile, volubile, volage, vanille, volière",5,"Rule2-4_EditDistance, Rule5b_Structural"
volant,"voyant, volcan, volonté, violent",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
volatile,"volaille, volubile, voltige, volage, voltiger",5,"Rule2-4_EditDistance, Rule5b_Structural"
volcan,volant,1,Rule2-4_EditDistance
voler,"volet, voleur, voleter, voiler, violer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
volet,"voler, voleter, violet, valet, volée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
voleter,"voler, volet, voltiger, voilette, violette",5,Rule5b_Structural
