target_word,similar_words,similarity_count
symboliser,symbolique,1
sympathie,"sympathique, sympathiser, symphonie, symptôme, symétrie",5
sympathique,"sympathie, sympathiser, symétrique, systématique",4
sympathisant,sympathiser,1
sympathiser,"sympathie, sympathisant, sympathique",3
symphonie,sympathie,1
symptôme,"sympathie, symétrie",2
symétrie,"symétrique, sympathie, symptôme, saumâtre",4
symétrique,"symétrie, symbolique, sympathique",3
syncope,syntaxe,1
syndical,syndicat,1
syndicat,syndical,1
syntaxe,"synthèse, syncope",2
synthèse,syntaxe,1
synthétique,systématique,1
syrien,"serin, surin, serein, sirène",4
syrte,"sorte, sortie, sort, sûreté",4
systématique,"systématiquement, synthétique, sympathique",3
systématiquement,systématique,1
sèchement,sacrement,1
séant,"suant, sénat, santé, saint, sente",5
sécher,sécréter,1
sécréter,"scruter, sécher, secrétaire",3
séculaire,scolaire,1
sécurité,"sévérité, sérénité, surdité, secret, secrète",5
séduction,sélection,1
séduire,"séduit, souder",2
séduisant,"séduit, suffisant, soi-disant",3
séduit,"séduire, séduisant",2
séjour,séjourner,1
séjourner,séjour,1
sélection,"sélectionner, section, séduction",3
sélectionner,"sélection, sectionner, sanctionner",3
séminaire,séminariste,1
séminariste,séminaire,1
sénat,"séant, sonate, suant, saint, santé",5
sénateur,"senteur, sauteur, suinter, sentier, sentir",5
séparer,"séparé, soupirer, supérieur",3
séparé,"séparer, saper, super, soupière, sapeur",5
séparément,sacrément,1
sépulture,sculpture,1
séquelle,séquence,1
séquence,séquelle,1
série,"sérieux, strie",2
sérieusement,soigneusement,1
sérieux,série,1
sérénité,"sévérité, sécurité, souriant",3
sévir,"sévère, savoir, sauver, saveur, suivre",5
sévère,"sévir, suivre, sauver, saveur, savoir",5
sévérité,"sécurité, sérénité",2
sûrement,"sacrement, serrement, sagement, salement, serment",5
sûreté,"sort, sorte, syrte, sortie",4
tabasser,"tasser, tapisser, tracasser, tabler, tablier",5
table,"tabler, tableau, tablette, taule",4
tableau,"table, tabler, tabou",3
tabler,"table, tablier, tableau, tabasser",4
tablette,"table, toilette",2
tablier,"tabler, taulier, tabasser",3
tabou,tableau,1
tabouret,"tambour, tourment",2
tache,"tacher, tâche, touche, trace, touché",5
tacher,"tache, tacheter, tâcher, toucher, trancher",5
tacheter,"tacher, trancher, tracteur",3
tacite,"taciturne, tact, traite, tactique",4
tacitement,"traitement, tintement, tristement",3
taciturne,tacite,1
tact,"tract, tant, tacite, trac",4
tactique,"tragique, tacite",2
taie,"taire, tare, taxe, tari, taxi",5
taillader,"tailler, tailleur, tenailler, tirailler",4
taille,"tailler, taillé, tailleur, taillis, trille",5
tailler,"taille, tailleur, taillader, taillé, tenailler",5
tailleur,"tailler, taille, tirailleur, taillader, tilleul",5
taillis,"taille, taillé, treillis, telles",4
taillé,"taille, tailler, taillis, telle, tulle",5
taire,"traire, taie, tare, tire, tapir",5
talion,"talon, talisman",2
talisman,talion,1
talon,talion,1
talonner,"tamponner, tanner, tonner, tâtonner, tonnerre",5
talus,tels,1
tambour,"tabouret, tamiser, tomber, timbre, timbré",5
tamis,"tamisé, tamiser, tapis",3
tamiser,"tamis, tamisé, tapisser, tambour",4
tamisé,"tamis, tamiser",2
tampon,tympan,1
tamponner,talonner,1
tangible,"tanière, triangle",2
tanguer,targuer,1
tanière,"tante, tangible, tenir, ténor",4
tank,tant,1
tanner,"tonner, talonner",2
tanné,"tonne, tienne, tonneau",3
tant,"tante, tank, tantôt, tact, teint",5
tante,"tant, tente, tarte, teinte, tanière",5
tantôt,tant,1
tapage,tapageur,1
tapageur,"tapage, taper, trappeur, tapiner, tapoter",5
taper,"tapir, taxer, tapisser, taupe, tapageur",5
tapin,"tapir, tapis, tapiner, tarin, train",5
tapiner,"tapin, tapisser, taquiner, tartiner, tapissier",5
tapir,"tapin, tapis, taper, tarir, tapisser",5
tapis,"tapin, tapir, tamis",3
tapisser,"tapissier, tapisserie, tapiner, tasser, tisser",5
tapisserie,"tapisser, tapissier",2
tapissier,"tapisser, tapisserie, tapiner",3
tapoter,"tripoter, tapisser, tapir, tapageur",4
taquiner,"tapiner, tartiner, traquer, taulier",4
tarauder,"tarder, targuer, tartiner, torsader, traquer",5
tard,"tare, tari, taré, tarder, tardif",5
tarder,"tard, tarauder, tartiner, tordre, traduire",5
tardif,"tarif, tard",2
tare,"tard, tari, taré, tarte, tartare",5
targuer,"tanguer, tarauder, tartiner, tarir, tartir",5
tari,"tarif, tarin, tarir, tard, tare",5
tarif,"tari, tarin, tarir, tardif, turf",5
tarin,"tari, tarif, tarir, tapin, train",5
tarir,"tari, tarif, tarin, tartir, tapir",5
tarot,"trot, tarte, tort, trait, traite",5
tartare,"tarte, tare, tartir, tortore, tertre",5
tarte,"tartare, tare, tante, tarot, taire",5
tartine,"tartiner, tartir, tare",3
tartiner,"tartine, tartir, tapiner, taquiner, terminer",5
tartir,"tarir, tartine, tartiner, tartare, targuer",5
taré,"tard, tare, tari, tiré, tsar",5
tasse,"tasser, tassé, tissu",3
tasser,"tasse, tabasser, tisser, tapisser, tousser",5
tassé,"tasse, tissu",2
tatane,"tatouage, téton",2
tatillon,traction,1
tatouage,"tatouer, tatane, tournage",3
tatouer,"tatoué, tatouage, tutoyer, tâter, téter",5
tatoué,tatouer,1
taule,"taupe, table, tulle, tuile",4
taulier,"tablier, taquiner",2
taupe,"taule, taper",2
taux,"toux, taxe, taxi",3
taverne,traverse,1
taxe,"taxer, taxi, taie, tare, taux",5
taxer,"taxe, taper",2
taxi,"taxe, tari, taie, taux",4
tchao,"tache, tâche, touche, touché",4
teindre,"tendre, teinture, tondre, tondeur",4
teint,"teinte, teinter, tente, tant, tante",5
teinte,"teint, teinter, teinture, tente, tante",5
teinter,"teinte, teint, tinter, tenter, teinture",5
teinture,"tenture, teinte, teinter, teindre, texture",5
telle,"telles, tutelle, tulle, taille, taillé",5
telles,"telle, taillis",2
tels,"test, talus",2
tempe,"temps, temple, trempe, terme",4
temple,"tempe, templier, trempe",3
templier,"temple, tempêter, tempérer, tremper, trembler",5
temporaire,"température, tempérer",2
temporel,tempérer,1
temps,tempe,1
température,temporaire,1
tempérer,"tempêter, templier, temporel, tremper, temporaire",5
tempête,tempêter,1
tempêter,"tempête, templier, tempérer, tremper",4
tenace,"tendance, tenaille, tentacule, tenture",4
tenaille,"tenailler, taille, tenace, tentacule, treille",5
tenailler,"tenaille, tailler, tirailler, tenancier, tailleur",5
tenancier,"tenailler, tendance",2
tenant,tentant,1
tendance,"tenace, tendre, tenancier",3
tendre,"teindre, tendresse, tondre, tendance, tondeur",5
tendresse,tendre,1
tendu,"tenu, tondu, tenue",3
tenir,"ternir, terni, tanière, ténor",4
tension,"tentation, tunisien",2
tentacule,"testicule, tentative, tenture, tenace, tenaille",5
tentant,tenant,1
tentation,"tentative, tension, trentaine",3
tentative,"tentation, tentacule, trentaine",3
tente,"tenter, trente, tenue, teinte, tante",5
tenter,"tente, teinter, tinter, tester, tenture",5
tenture,"teinture, texture, tenter, tentacule, tenace",5
tenu,"tenue, tendu, ténu, tien",4
tenue,"tenu, tente, tendu, terne",4
terme,"terne, terre, terrine, tempe, trame",5
terminal,"terminer, terminus, thermal, tribunal",4
terminer,"terminal, terminus, termite, terrine, tartiner",5
terminus,"terminer, terminal",2
termite,"terminer, terne, terre, tertre, terrible",5
terne,"terni, terme, terre, turne, termite",5
terni,"ternir, terne, tenir, turne, tournoi",5
ternir,"terni, tenir, terminer, terreur, tourner",5
terrain,"terrine, terrien",2
terrasse,"terrasser, terrassier, terre, terrine, terrestre",5
terrasser,"terrasse, terrassier, terroriser, tracasser, terrer",5
terrassier,"terrasser, terrasse, terrier, terrifier, terroriser",5
terre,"terrer, terreau, terreur, terreux, tertre",5
terreau,"terre, terrer, terreur, terreux, tirer",5
terrer,"terre, terreur, terrier, terreau, terreux",5
terrestre,"tertre, trimestre, terrasse",3
terreur,"terreux, terrer, terre, terreau, terrier",5
terreux,"terreur, terre, terrer, terreau",4
terrible,"terrine, terrier, terrien, terre, terrasse",5
terriblement,tremblement,1
terrien,"terrier, terrine, terrain, terrible",4
terrier,"terrien, terrifier, terrer, terrine, terreur",5
terrifier,"terrifié, terrier, terrassier, terrer, terroriser",5
terrifié,"terrifier, terrorisé",2
terrine,"terrien, terrier, terrible, terrain, terminer",5
terroir,"terrer, terrier, terreur, terroriser, terrifier",5
terroriser,"terroriste, terrorisé, terrier, terroir, terrasser",5
terroriste,"terroriser, terrorisé",2
terrorisé,"terroriser, terroriste, terrifié",3
tertre,"terre, terrer, terrestre, tartare, tortore",5
test,"tester, toast, tels",3
tester,"test, tenter",2
testicule,tentacule,1
texte,tente,1
texture,"tenture, teinture",2
thermal,terminal,1
thon,thune,1
thoracique,théorique,1
thune,"tune, thon, turne",3
thym,thème,1
thème,"thèse, thym",2
thèse,thème,1
théière,"trémière, théorie",2
théologie,"théologien, théorie",2
théologien,théologie,1
théorie,"théorique, théologie, théière, théâtre",4
théorique,"théorie, thoracique",2
théoriquement,tragiquement,1
théâtral,théâtre,1
théâtre,"théâtral, théorie",2
tien,"tiens, tienne, tige, tire, taie",5
tienne,"tien, tonne, tonneau, tanné",4
tiens,"tien, tiers",2
tiercé,"tracé, turc, trac, trace, troc",5
tiers,"tiens, tirer, trier, tors, torse",5
tige,"tigre, tire, tien, taie",4
tigre,"tigré, tige, tire, titre, tirer",5
tigré,"tigre, tiré",2
tilleul,tailleur,1
timbale,"trimbaler, tombal, timide",3
timbre,"timbré, tomber, tombereau, tambour",4
timbré,"timbre, timoré, tomber, tambour, tombereau",5
timide,timbale,1
timon,"tison, témoin",2
timoré,"timbré, tumeur",2
tintement,"tristement, tacitement, traitement",3
tinter,"teinter, tenter, tintin, teinte, teinture",5
tintin,"tinter, tintouin, tonton",3
tintouin,"tintin, tonton",2
tiquer,"toquer, trinquer, trique",3
tirade,"tirage, tard, tordu",3
tirage,tirade,1
tirailler,"tirailleur, titiller, tailler, tenailler, tortiller",5
tirailleur,"tirailler, tailleur, travailleur, torpilleur, travailler",5
tirant,trente,1
tire,"tirer, tiré, tireur, tigre, titre",5
tirer,"tire, tireur, tiroir, trier, tiers",5
tireur,"tirer, tire, tiroir, trier, tarir",5
tiroir,"tirer, tireur, tarir, trouer, traire",5
tiré,"tire, tigré, taré",3
tisane,"tison, toison",2
tison,"toison, timon, tisane",3
tisser,"tasser, tapisser, tousser, toiser, tussor",5
tissu,"tasse, tassé",2
titi,toit,1
titiller,"tirailler, tortiller, tailler, touiller, tituber",5
titre,"tire, tigre, tirer, toiture, taire",5
tituber,"titiller, triturer",2
titulaire,tutélaire,1
tiédeur,tiédir,1
tiédir,tiédeur,1
toast,test,1
toile,"toilette, tuile, toiture",3
toilette,"toile, tablette",2
toiser,"tisser, tsar",2
toison,"tison, tisane",2
toit,"tort, tout, titi, trot",4
toiture,"torture, torturer, teinture, triturer, titre",5
tombal,"tombant, timbale",2
tombant,tombal,1
tombe,"tomber, tombé, tombée, tombeau, trombe",5
tombeau,"tombereau, tombe, tomber, tombé, tombée",5
tomber,"tombe, tombeau, tombereau, tombée, trombe",5
tombereau,"tombeau, tomber, timbre, timbré, tambour",5
tombé,"tombée, tombe, tombeau",3
tombée,"tombé, tombe, tomber, tombeau, trombe",5
tome,tombe,1
tonalité,"totalité, ténacité",2
tondeur,"tondre, tendre, teindre",3
tondre,"tordre, tendre, teindre, tondeur, tonnerre",5
tondu,"tordu, tendu, tonneau",3
tonique,"tunique, tropique, tonne, tondre, tonnage",5
tonnage,"tournage, tonnelle, tonnerre, tondre, tonique",5
tonne,"tonner, tonneau, tonnelle, tonnerre, tienne",5
tonneau,"tonne, tonner, tondu, tienne, tanné",5
tonnelle,"tonnerre, tonne, tourelle, tonnage",4
tonner,"tonne, tonnerre, tâtonner, tonneau, tanner",5
tonnerre,"tonner, tonnelle, tonne, tonnage, tondre",5
tonton,"tintouin, tintin",2
topo,trop,1
toque,"toquer, toute",2
toquer,"toque, troquer, tiquer, trouer",4
torche,"torcher, torchis, torchon, touche, tortore",5
torcher,"torche, toucher, tricher, torsader, torturer",5
torchis,"torche, tors",2
torchon,torche,1
tordre,"tondre, tornade, torride, torsade, tarder",5
tordu,"tondu, tard, tirade",3
torero,"torpédo, tirer, terre, trouer, terreau",5
tornade,"torsade, torsader, tournage, torse, tortore",5
torpeur,"torpilleur, trompeur, trappeur, torcher",4
torpille,"torpilleur, tortiller, trille, treille, trouille",5
torpilleur,"torpille, torpeur, tirailleur, tortiller",4
torpédo,"torero, trépied",2
torrent,"tourment, tort",2
torride,"torse, tortore, torve, torche, tordre",5
tors,"torse, tort, tous, torchis, tiers",5
torsade,"torsader, tornade, tortore, torve, torche",5
torsader,"torsade, tornade, torcher, torturer, tarauder",5
torse,"tors, torve, tortore, tornade, torride",5
tort,"tors, tortue, toit, tout, torrent",5
tortillard,"tortiller, trouillard",2
tortiller,"tortillard, titiller, touiller, torpille, tirailler",5
tortore,"torture, torturer, torturé, tartare, torse",5
tortue,"torture, tortueux, torturé, tort, torturer",5
tortueux,"tortue, torture, torturer",3
torture,"torturer, torturé, tortore, tortue, toiture",5
torturer,"torture, torturé, tortue, tortore, triturer",5
torturé,"torture, torturer, tortue, tortore, tourtereau",5
torve,"torse, tortore, tornade, torride, torsade",5
totalité,tonalité,1
touchant,"tournant, tourment",2
touche,"toucher, touché, torche, tache, tâche",5
toucher,"touche, torcher, touché, tacher, tâcher",5
touché,"touche, toucher, tache, tâche, tchao",5
touffe,"touffu, truffe, tournée",3
touffu,touffe,1
touiller,"tortiller, tailler, titiller, trouille, tourelle",5
toupet,"toupie, troupe, tourment",3
toupie,"toupet, tournée, tourisme, touriste, troupe",5
tour,"tous, tout, toux, tourbe, tourné",5
tourbe,"tour, tournure, tourelle, tourisme, touriste",5
tourbillon,tourbillonner,1
tourbillonnant,tourbillonner,1
tourbillonner,"tourbillon, tourbillonnant",2
tourelle,"tonnelle, tournure, truelle, tutelle, tourbe",5
tourisme,"touriste, tournis, tourbe, tournure, tournée",5
touriste,"tourisme, touristique, triste, tourmente, tournis",5
touristique,touriste,1
tourment,"tourmente, tourmenté, tourmenter, tournant, torrent",5
tourmente,"tourmenter, tourment, tourmenté, touriste, tournée",5
tourmenter,"tourmente, tourment, tourmenté, tourner",4
tourmenté,"tourment, tourmente, tourmenter, tourné",4
tournage,"tournant, tournure, tournée, tonnage, tourner",5
tournant,"tournoyant, tournage, tourment, touchant, traînant",5
tourner,"tournoyer, tourné, tournée, tournure, tournage",5
tournevis,tournis,1
tournis,"tournevis, tourné, tournoi, tourisme, touriste",5
tournoi,"tourné, tournis, tournée, turne, terni",5
tournoyant,"tournant, traînant",2
tournoyer,"tourner, tournure, toussoter, ternir, trôner",5
tournure,"tournée, tourner, tournage, tournoyer, tourelle",5
tourné,"tournée, tourner, tournis, tournoi, tour",5
tournée,"tourné, tournure, tourner, tournoi, tournage",5
tourtereau,"torture, tortore, tertre, torturé, tartare",5
tous,"tour, tout, toux, tors, tournis",5
tousser,"trousser, toussoter, tasser, tisser, trousse",5
toussoter,"tousser, trousser, tournoyer",3
tout,"toute, toutou, tour, tous, toux",5
tout-puissant,toute-puissance,1
toute,"toutes, tout, toutou, touriste, tournée",5
toute-puissance,tout-puissant,1
toutefois,toutes,1
toutes,"toute, tout, toutou, toutefois, tournis",5
toutou,"tout, toute, toutes",3
toux,"tour, tous, tout, taux, trou",5
trac,"trace, tract, tracé, tram, tracas",5
tracas,"trac, travers",2
tracasser,"tracer, tabasser, terrasser, traverser",4
trace,"tracer, trac, tract, tracé, trame",5
tracer,"trace, tramer, trac, tracteur, tracasser",5
tract,"trac, trace, tracé, trait, tact",5
tractation,"traction, traduction, tradition, transition",4
tracteur,"traiteur, traducteur, trappeur, tracer, traiter",5
traction,"tractation, traduction, tradition, transition, trahison",5
tracé,"trac, trace, tract, troc, truc",5
tradition,"traditionnel, traduction, transition, traction, tractation",5
traditionnel,tradition,1
traducteur,"tracteur, traiteur",2
traduction,"traction, tradition, tractation, transition",4
traduire,"traire, traître, traite, tragédie, tordre",5
trafiquer,"traquer, tragique, trinquer, traiter, traiteur",5
tragique,"trique, trafiquer, tropique, traquer, tragédie",5
tragiquement,"typiquement, traitement, théoriquement",3
tragédie,"tragique, travée, traduire",3
trahi,"trahir, train, trait",3
trahir,"trahi, traire, traiter, traquer, traîner",5
trahison,"traction, tradition, train",3
train,"trait, trahi, traîne, tarin, traction",5
traire,"traite, taire, traduire, trahir, tranche",5
trait,"traite, traité, train, traiter, tract",5
traite,"traiter, trait, traité, traiteur, traire",5
traitement,"tristement, tacitement, tragiquement, tintement",4
traiter,"traite, traiteur, trait, traité, tracteur",5
traiteur,"traiter, traite, tracteur, trappeur, traducteur",5
traité,"trait, traite, traiter, truite, tranché",5
trajet,transit,1
tram,"trame, trac, tramer, terme",4
trame,"tramer, tram, trace, traître, tranche",5
tramer,"trame, tracer, trimer, tram, trancher",5
tranchant,traînant,1
tranche,"trancher, tranché, tranchée, tronche, trame",5
trancher,"tranche, tranché, tranchée, tricher, tracer",5
tranché,"tranchée, tranche, trancher, tronche, traité",5
tranchée,"tranché, tranche, trancher, transe, tronche",5
tranquille,"tranquillité, tranquilliser",2
tranquillement,tressaillement,1
tranquilliser,"tranquillité, tranquille",2
tranquillité,"tranquilliser, tranquille",2
transcrire,transpirer,1
transe,"transi, transir, transit, tranchée, traîne",5
transfert,"transport, transférer, transit",3
transfigurer,"transférer, transpirer, transformer",3
transformation,transpiration,1
transformer,"transférer, transporter, transpercer, transpirer, transposer",5
transfusion,"transition, transmission",2
transférer,"transpirer, transformer, transfigurer, transfert, transpercer",5
transi,"transir, transit, transe, travesti, tournis",5
transir,"transi, transit, transe, transistor, transpirer",5
transistor,"transir, transition",2
transit,"transi, transir, transe, transfert, transport",5
transition,"tradition, transfusion, transpiration, transmission, traction",5
transmission,"transition, transfusion",2
transparaître,transporter,1
transparence,"transparent, transpercer",2
transparent,"transparence, transport",2
transpercer,"transpirer, transporter, transposer, transférer, transformer",5
transpiration,"transition, transformation",2
transpirer,"transposer, transpercer, transférer, transporter, transir",5
transport,"transporté, transporter, transfert, transposer, transparent",5
transporter,"transport, transporté, transposer, transpercer, transpirer",5
transporté,"transport, transporter, transposer",3
transposer,"transporter, transpirer, transport, transporté, transpercer",5
trappe,"trappeur, traître, tranche, traînée",4
trappeur,"trappe, tracteur, traiteur, trompeur, torpeur",5
trapu,"trop, tripe, troupe, troupeau",4
trapèze,"trace, trame, traire, traite, transe",5
traquenard,traînard,1
traquer,"troquer, truquer, trafiquer, trinquer, tragique",5
travail,"travaillé, trivial",2
travailler,"travailleur, travaillé, tirailler, trouvaille, tirailleur",5
travailleur,"travailler, tirailleur",2
travaillé,"travailler, travail, trouvaille",3
travers,"traverse, traversé, traverser, traversin, traversée",5
traverse,"traverser, travers, traversé, traversée, traversin",5
traverser,"traverse, travers, traversé, traversin, traversée",5
traversin,"travers, traverse, traverser, traversé, traversée",5
traversé,"traversée, travers, traverse, traverser, traversin",5
traversée,"traversé, traverse, travers, traverser, traversin",5
travesti,"travestir, travers, traverse, traversé, traversin",5
travestir,"travesti, traverser, traversin, transir",4
travée,"traversée, traverse, tranchée, traître, tranche",5
traînant,"traînard, traîneau, tranchant, transit, tournant",5
traînard,"traînant, traîner, traquenard, traîneau",4
traîne,"traîner, traînée, traîneau, transe, train",5
traîneau,"traîne, traîner, traînée, traînant, traînard",5
traîner,"traîne, traîneau, traînée, traînard, trôner",5
traînée,"traîne, traîner, traîneau, tranchée, trace",5
traître,"traîtrise, traduire, traiter, trace, trame",5
traîtrise,"traître, traverse",2
treille,"treillis, trille, trouille, truelle, torpille",5
treillis,"treille, taillis",2
treize,"treizième, tremble",2
treizième,"treize, troisième",2
tremblant,"tremblotant, tremblement, troublant",3
tremble,"trembler, tremblé, treize, trente, tresse",5
tremblement,"tremblant, tremblotant, terriblement",3
trembler,"tremble, trembloter, tremblé, tremper, troubler",5
tremblotant,"tremblant, tremblement",2
trembloter,trembler,1
tremblé,"tremble, trembler",2
trempe,"tremper, trempé, tempe, trompe, treille",5
tremper,"trempe, tromper, trempé, trembler, trompeur",5
trempé,"trempe, tremper, trompe",3
trentaine,"trente, tentative, tentation",3
trente,"tente, trentaine, tenter, teinte, treille",5
trente-deux,"trente-neuf, trente-six",2
trente-huit,trente-sept,1
trente-neuf,trente-deux,1
trente-sept,trente-huit,1
trente-six,trente-deux,1
tressaillement,tranquillement,1
tressauter,tresser,1
tresse,"tresser, trousse, treille, tremble, trousseau",5
tresser,"tresse, tressauter, trousser, trembler",4
triangle,"tringle, tringler, trille, triple, tangible",5
triangulaire,tringler,1
tribu,"tribun, tribut, tribune, tourbe",4
tribun,"tribune, tribu, tribut, tribunal, turban",5
tribunal,"tribun, tribune, trivial, terminal",4
tribune,"tribun, tribunal, tribu, tribut, tripe",5
tribut,"tribu, tribun, tribune",3
tricher,"tricoter, trancher, triompher, torcher, tringler",5
tricot,"tricoter, tract",2
tricoter,"tricot, tripoter, tricher, trotter, trier",5
trier,"trimer, tricoter, tringler, trinquer, tripoter",5
trille,"treille, triple, taille, trouille, truelle",5
trimbaler,"trimballer, trimer, trembler, timbale, tripler",5
trimballer,trimbaler,1
trimer,"trier, tramer, trimbaler, tricoter, tringler",5
trimestre,"terrestre, triste",2
tringle,"tringler, triangle, tripe, trique, triste",5
tringler,"tringle, tripler, trinquer, triangle, trimbaler",5
trinquer,"tringler, traquer, troquer, truquer, trique",5
trio,"troc, trop, trot, trou, tari",5
triomphal,"triomphant, triomphe, triompher",3
triomphant,triomphal,1
triomphe,"triompher, triomphal, trompe, tripe, tromper",5
triompher,"triomphe, triomphal, tromper, tricher, trimer",5
tripe,"triple, trier, troupe, tribune, tringle",5
triple,"tripler, tripe, trille, triangle, tribune",5
tripler,"triple, tripoter, tringler, trimbaler, tricoter",5
triporteur,"tripoter, tricoter",2
tripoter,"tricoter, triporteur, tripler, tapoter, trotter",5
trique,"tragique, tropique, trinquer, tiquer, truqué",5
triste,"tristesse, touriste, trimestre, traite, truite",5
tristement,"traitement, tintement, tacitement",3
tristesse,triste,1
triturer,"torturer, trier, toiture, trimer, tituber",5
trivial,"tribunal, travail",2
troc,"trop, trot, trou, tronc, trac",5
trogne,"trognon, tronche, trophée, trouble, trousse",5
trognon,"trogne, tronçon, troufion",3
trois,"très, tors, tiers, torse",4
troisième,"treizième, tourisme",2
trombe,"trompe, tombe, tomber, tronche, trophée",5
trompe,"tromper, trompeur, trombe, troupe, tromperie",5
tromper,"trompe, trompeur, tromperie, tremper, triompher",5
tromperie,"tromper, trompette, trompe, trompeur, tremper",5
trompette,"tromperie, trompe",2
trompeur,"tromper, trompe, tromperie, trappeur, torpeur",5
tronc,"tronche, troc",2
tronche,"tronc, tranche, trancher, tranchée, tranché",5
tronçon,"trognon, troufion",2
trop,"troc, trot, trou, troupe, trapu",5
trophée,"tropique, trogne, trombe, trompe, troupe",5
tropique,"trique, typique, tragique, tonique, troquer",5
troquer,"troquet, trouer, toquer, traquer, truquer",5
troquet,"troquer, tropique, trot",3
trot,"troc, trop, trou, tarot, troquet",5
trotter,"trottiner, trottoir, tricoter, tripoter, troubler",5
trottiner,"trotter, trottoir, tartiner",3
trottoir,"trotter, trottiner",2
trou,"troué, troc, trop, trot, trouer",5
troublant,"tremblant, turbulent",2
trouble,"troubler, troublé, trouille, trogne, trompe",5
troubler,"trouble, troublé, trouer, trouver, trousser",5
troublé,"trouble, troubler",2
trouer,"trouver, troquer, trou, troubler, trousser",5
troufion,"tronçon, trognon",2
trouillard,tortillard,1
trouille,"trouvaille, trouble, trille, treille, touiller",5
troupe,"troupeau, trouée, trompe, trou, trouer",5
troupeau,"troupe, trousseau, trompeur, trop, tripe",5
trousse,"trousser, trousseau, tresse, tousser, trouille",5
trousseau,"trousse, trousser, troupeau, tresse",4
trousser,"trousse, trousseau, tousser, trémousser, trouer",5
trouvaille,"trouille, travailler, travaillé",3
trouver,"trouer, trouvé, troubler, trousser, troquer",5
trouvé,"troué, trouver, trou, trouée, travée",5
troué,"trouée, trou, trouvé",3
trouée,"troué, troupe, trou, trouer, trouvé",5
truand,tornade,1
truc,"trac, troc, trace, tracé, trou",5
truelle,"trille, treille, trouille, tutelle, tourelle",5
truffe,"truffer, touffe, truelle",3
truffer,truffe,1
truie,"truite, trier, truelle, tripe, tuile",5
truite,"truie, traite, triste, trait, traité",5
truquer,"traquer, troquer, truqué, trinquer",4
truqué,"truquer, trique",2
très,"trois, tors, tiers, torse",4
trémière,"théière, tramer, trimer",3
trémousser,trousser,1
trépied,torpédo,1
trépigner,témoigner,1
trésor,trésorier,1
trésorier,trésor,1
tréteau,"traite, truite, trot, tarte, trait",5
trêve,"travée, torve, trouvé",3
trône,"trôner, traîne, terne, turne, traînée",5
trôner,"trône, traîner, tourner, ternir, tournoyer",5
tsar,"tard, tare, tari, taré, toiser",5
tube,"tune, tuer",2
tuberculeux,tuberculose,1
tuberculose,tuberculeux,1
tuer,"tueur, tuerie, tube, tune, turc",5
tuerie,tuer,1
tueur,"tumeur, tuteur, tuer",3
tuile,"tulle, toile, taule, truie",4
tulle,"tuile, telle, taille, taule, taillé",5
tumeur,"tueur, tuteur, timoré",3
tune,"turne, tunnel, thune, tube, tunique",5
tunique,"tonique, tune",2
tunisien,tension,1
tunnel,tune,1
turban,"turbin, tribun, tribune",3
turbin,"turban, tribun, tribune",3
turbulence,turbulent,1
turbulent,"turbulence, troublant",2
turc,"turf, tuer, truc, tour, tiercé",5
turf,"turc, tuer, tour, tarif",4
turne,"tune, terne, tournée, tourné, thune",5
tussor,"tousser, tasser, tisser",3
tutelle,"telle, truelle, tourelle",3
tuteur,"tueur, tumeur, tutoyer, tâter, téter",5
tutoyer,"tatouer, tuteur, tâter, téter, tuyauterie",5
tutu,"têtu, tout",2
tutélaire,titulaire,1
tuyauterie,"tuteur, tutoyer, tâter, téter, toiture",5
tympan,tampon,1
type,typique,1
typique,"tropique, type",2
typiquement,tragiquement,1
tyran,"train, tarin, traîne, traînée, traîneau",5
tyrannie,tyrannique,1
tyrannique,tyrannie,1
tâche,"tâcher, tache, touche, touché, tchao",5
tâcher,"tâche, tacher, toucher",3
tâter,"téter, tâtonner, tuteur, tatouer, tutoyer",5
tâtonner,"tonner, talonner, tâter, tonnerre",4
télégraphier,télégraphique,1
télégraphique,"télégraphier, téléphonique",2
téléphone,"téléphoner, téléphonique",2
téléphoner,"téléphone, téléphonique",2
téléphonique,"téléphone, téléphoner, télégraphique",3
témoignage,témoigner,1
témoigner,"témoignage, trépigner",2
témoin,timon,1
ténacité,tonalité,1
ténor,"tenir, tanière",2
ténu,tenu,1
téter,"tâter, tuteur, tatouer, tutoyer, titre",5
téton,tatane,1
têtard,tard,1
tête,têtu,1
têtu,"tête, tutu",2
ulcère,ulcéré,1
ulcéré,ulcère,1
unes,urne,1
univers,universel,1
universel,univers,1
urgence,urgent,1
urgent,urgence,1
urine,"uriner, urne, usine",3
uriner,urine,1
urne,"urine, unes",2
usage,usagé,1
usagé,usage,1
usine,urine,1
usurpateur,usurper,1
usurper,usurpateur,1
utilisable,utilitaire,1
utilitaire,utilisable,1
vacance,"vacancier, vacant, vache",3
vacancier,"vacance, vacciner",2
vacant,"vacance, vacillant",2
vacarme,"vache, vacherie",2
vaccin,vacciner,1
vacciner,"vaccin, vaciller, vacancier",3
vache,"vacherie, vacance, vacarme",3
vachement,"vaguement, vainement",2
vacherie,"vache, vacarme",2
vacillant,"vaillant, vacant, vaillance",3
vaciller,"veiller, vriller, vanille, vacciner, veilleur",5
vagabond,vagabonder,1
vagabondage,vagabonder,1
vagabonder,"vagabond, vagabondage",2
vagin,"vagir, vain, vigne",3
